,FileName,Time Recorded,Label Title,Phase
197,191R5__00197.jpg,6.78,[],Nothing
198,191R5__00198.jpg,6.81,[],Nothing
199,191R5__00199.jpg,6.85,[],Nothing
200,191R5__00200.jpg,6.88,[],Nothing
201,191R5__00201.jpg,6.91,[],Nothing
202,191R5__00202.jpg,6.95,[],Nothing
203,191R5__00203.jpg,6.98,[],Nothing
204,191R5__00204.jpg,7.02,[],Nothing
205,191R5__00205.jpg,7.05,[],Nothing
206,191R5__00206.jpg,7.09,[],Nothing
207,191R5__00207.jpg,7.12,[],Nothing
208,191R5__00208.jpg,7.15,[],Nothing
209,191R5__00209.jpg,7.19,[],Nothing
210,191R5__00210.jpg,7.22,[],Nothing
211,191R5__00211.jpg,7.26,[],Nothing
212,191R5__00212.jpg,7.29,[],Nothing
213,191R5__00213.jpg,7.32,[],Nothing
214,191R5__00214.jpg,7.36,[],Nothing
215,191R5__00215.jpg,7.39,[],Nothing
216,191R5__00216.jpg,7.43,[],Nothing
217,191R5__00217.jpg,7.46,[],Nothing
218,191R5__00218.jpg,7.5,[],Nothing
219,191R5__00219.jpg,7.53,[],Nothing
220,191R5__00220.jpg,7.57,[],Nothing
221,191R5__00221.jpg,7.6,[],Nothing
222,191R5__00222.jpg,7.63,[],Nothing
223,191R5__00223.jpg,7.67,[],Nothing
224,191R5__00224.jpg,7.7,[],Nothing
225,191R5__00225.jpg,7.74,[],Nothing
226,191R5__00226.jpg,7.77,[],Nothing
227,191R5__00227.jpg,7.8,[],Nothing
228,191R5__00228.jpg,7.84,[],Nothing
229,191R5__00229.jpg,7.87,[],Nothing
230,191R5__00230.jpg,7.91,[],Nothing
231,191R5__00231.jpg,7.94,[],Nothing
232,191R5__00232.jpg,7.98,[],Nothing
233,191R5__00233.jpg,8.01,[],Nothing
234,191R5__00234.jpg,8.04,[],Nothing
235,191R5__00235.jpg,8.08,[],Nothing
236,191R5__00236.jpg,8.11,[],Nothing
237,191R5__00237.jpg,8.15,[],Nothing
238,191R5__00238.jpg,8.18,[],Nothing
239,191R5__00239.jpg,8.22,[],Nothing
240,191R5__00240.jpg,8.25,[],Nothing
241,191R5__00241.jpg,8.28,[],Nothing
242,191R5__00242.jpg,8.32,[],Nothing
243,191R5__00243.jpg,8.35,[],Nothing
244,191R5__00244.jpg,8.39,[],Nothing
245,191R5__00245.jpg,8.42,[],Nothing
246,191R5__00246.jpg,8.45,[],Nothing
247,191R5__00247.jpg,8.49,[],Nothing
248,191R5__00248.jpg,8.52,[],Nothing
249,191R5__00249.jpg,8.56,[],Nothing
250,191R5__00250.jpg,8.59,[],Nothing
251,191R5__00251.jpg,8.63,[],Nothing
252,191R5__00252.jpg,8.66,[],Nothing
253,191R5__00253.jpg,8.69,[],Nothing
254,191R5__00254.jpg,8.73,[],Nothing
255,191R5__00255.jpg,8.76,[],Nothing
256,191R5__00256.jpg,8.8,[],Nothing
257,191R5__00257.jpg,8.83,[],Nothing
258,191R5__00258.jpg,8.87,[],Nothing
259,191R5__00259.jpg,8.9,[],Nothing
260,191R5__00260.jpg,8.93,[],Nothing
261,191R5__00261.jpg,8.97,[],Nothing
262,191R5__00262.jpg,9.0,[],Nothing
263,191R5__00263.jpg,9.04,[],Nothing
264,191R5__00264.jpg,9.07,[],Nothing
265,191R5__00265.jpg,9.1,[],Nothing
266,191R5__00266.jpg,9.14,[],Nothing
267,191R5__00267.jpg,9.17,[],Nothing
268,191R5__00268.jpg,9.21,[],Nothing
269,191R5__00269.jpg,9.24,[],Nothing
270,191R5__00270.jpg,9.28,[],Nothing
271,191R5__00271.jpg,9.31,[],Nothing
272,191R5__00272.jpg,9.35,[],Nothing
273,191R5__00273.jpg,9.38,[],Nothing
274,191R5__00274.jpg,9.41,[],Nothing
275,191R5__00275.jpg,9.45,[],Nothing
276,191R5__00276.jpg,9.48,[],Nothing
277,191R5__00277.jpg,9.52,[],Nothing
278,191R5__00278.jpg,9.55,[],Nothing
279,191R5__00279.jpg,9.59,[],Nothing
280,191R5__00280.jpg,9.62,[],Nothing
281,191R5__00281.jpg,9.65,[],Nothing
282,191R5__00282.jpg,9.69,[],Nothing
283,191R5__00283.jpg,9.72,[],Nothing
284,191R5__00284.jpg,9.76,[],Nothing
285,191R5__00285.jpg,9.79,[],Nothing
286,191R5__00286.jpg,9.82,[],Nothing
287,191R5__00287.jpg,9.86,[],Nothing
288,191R5__00288.jpg,9.89,[],Nothing
289,191R5__00289.jpg,9.93,[],Nothing
290,191R5__00290.jpg,9.96,[],Nothing
291,191R5__00291.jpg,9.99,[],Nothing
292,191R5__00292.jpg,10.03,[],Nothing
293,191R5__00293.jpg,10.06,[],Nothing
294,191R5__00294.jpg,10.1,[],Nothing
295,191R5__00295.jpg,10.13,[],Nothing
296,191R5__00296.jpg,10.17,[],Nothing
297,191R5__00297.jpg,10.2,[],Nothing
298,191R5__00298.jpg,10.23,[],Nothing
299,191R5__00299.jpg,10.27,[],Nothing
300,191R5__00300.jpg,10.3,[],Nothing
301,191R5__00301.jpg,10.34,[],Nothing
302,191R5__00302.jpg,10.37,[],Nothing
303,191R5__00303.jpg,10.41,[],Nothing
304,191R5__00304.jpg,10.44,[],Nothing
305,191R5__00305.jpg,10.48,[],Nothing
306,191R5__00306.jpg,10.51,[],Nothing
307,191R5__00307.jpg,10.54,[],Nothing
308,191R5__00308.jpg,10.58,[],Nothing
309,191R5__00309.jpg,10.61,[],Nothing
310,191R5__00310.jpg,10.65,[],Nothing
311,191R5__00311.jpg,10.68,[],Nothing
312,191R5__00312.jpg,10.71,[],Nothing
313,191R5__00313.jpg,10.75,[],Nothing
314,191R5__00314.jpg,10.78,[],Nothing
315,191R5__00315.jpg,10.82,[],Nothing
316,191R5__00316.jpg,10.85,[],Nothing
317,191R5__00317.jpg,10.89,[],Nothing
318,191R5__00318.jpg,10.92,[],Nothing
319,191R5__00319.jpg,10.95,[],Nothing
320,191R5__00320.jpg,10.99,[],Nothing
321,191R5__00321.jpg,11.02,[],Nothing
322,191R5__00322.jpg,11.06,[],Nothing
323,191R5__00323.jpg,11.09,[],Nothing
324,191R5__00324.jpg,11.12,[],Nothing
325,191R5__00325.jpg,11.16,[],Nothing
326,191R5__00326.jpg,11.19,[],Nothing
327,191R5__00327.jpg,11.23,[],Nothing
328,191R5__00328.jpg,11.26,[],Nothing
329,191R5__00329.jpg,11.3,[],Nothing
330,191R5__00330.jpg,11.33,[],Nothing
331,191R5__00331.jpg,11.36,[],Nothing
332,191R5__00332.jpg,11.4,[],Nothing
333,191R5__00333.jpg,11.43,[],Nothing
334,191R5__00334.jpg,11.47,[],Nothing
335,191R5__00335.jpg,11.5,[],Nothing
336,191R5__00336.jpg,11.54,[],Nothing
337,191R5__00337.jpg,11.57,[],Nothing
338,191R5__00338.jpg,11.6,[],Nothing
339,191R5__00339.jpg,11.64,[],Nothing
340,191R5__00340.jpg,11.67,[],Nothing
341,191R5__00341.jpg,11.71,[],Nothing
342,191R5__00342.jpg,11.74,[],Nothing
343,191R5__00343.jpg,11.77,[],Nothing
344,191R5__00344.jpg,11.81,[],Nothing
345,191R5__00345.jpg,11.84,[],Nothing
346,191R5__00346.jpg,11.88,[],Nothing
347,191R5__00347.jpg,11.91,[],Nothing
348,191R5__00348.jpg,11.95,[],Nothing
349,191R5__00349.jpg,11.98,[],Nothing
350,191R5__00350.jpg,12.02,[],Nothing
351,191R5__00351.jpg,12.05,[],Nothing
352,191R5__00352.jpg,12.08,[],Nothing
353,191R5__00353.jpg,12.12,[],Paracentesis
354,191R5__00354.jpg,12.15,[],Paracentesis
355,191R5__00355.jpg,12.19,[],Paracentesis
356,191R5__00356.jpg,12.22,[],Paracentesis
357,191R5__00357.jpg,12.26,[],Paracentesis
358,191R5__00358.jpg,12.29,[],Paracentesis
359,191R5__00359.jpg,12.32,[],Paracentesis
360,191R5__00360.jpg,12.36,[],Paracentesis
361,191R5__00361.jpg,12.39,[],Paracentesis
362,191R5__00362.jpg,12.43,[],Paracentesis
363,191R5__00363.jpg,12.46,[],Paracentesis
364,191R5__00364.jpg,12.49,[],Paracentesis
365,191R5__00365.jpg,12.53,[],Paracentesis
366,191R5__00366.jpg,12.56,[],Paracentesis
367,191R5__00367.jpg,12.6,[],Paracentesis
368,191R5__00368.jpg,12.63,[],Paracentesis
369,191R5__00369.jpg,12.66,[],Paracentesis
370,191R5__00370.jpg,12.7,[],Paracentesis
371,191R5__00371.jpg,12.73,[],Paracentesis
372,191R5__00372.jpg,12.77,[],Paracentesis
373,191R5__00373.jpg,12.8,[],Paracentesis
374,191R5__00374.jpg,12.84,[],Paracentesis
375,191R5__00375.jpg,12.87,[],Paracentesis
376,191R5__00376.jpg,12.9,[],Paracentesis
377,191R5__00377.jpg,12.94,[],Paracentesis
378,191R5__00378.jpg,12.97,[],Paracentesis
379,191R5__00379.jpg,13.01,[],Paracentesis
380,191R5__00380.jpg,13.04,[],Paracentesis
381,191R5__00381.jpg,13.08,[],Paracentesis
382,191R5__00382.jpg,13.11,[],Paracentesis
383,191R5__00383.jpg,13.15,[],Paracentesis
384,191R5__00384.jpg,13.18,[],Paracentesis
385,191R5__00385.jpg,13.21,[],Paracentesis
386,191R5__00386.jpg,13.25,[],Paracentesis
387,191R5__00387.jpg,13.28,[],Paracentesis
388,191R5__00388.jpg,13.32,[],Paracentesis
389,191R5__00389.jpg,13.35,[],Paracentesis
390,191R5__00390.jpg,13.38,[],Paracentesis
391,191R5__00391.jpg,13.42,[],Paracentesis
392,191R5__00392.jpg,13.45,[],Paracentesis
393,191R5__00393.jpg,13.49,[],Paracentesis
394,191R5__00394.jpg,13.52,[],Paracentesis
395,191R5__00395.jpg,13.56,[],Paracentesis
396,191R5__00396.jpg,13.59,[],Paracentesis
397,191R5__00397.jpg,13.62,[],Paracentesis
398,191R5__00398.jpg,13.66,[],Paracentesis
399,191R5__00399.jpg,13.69,[],Paracentesis
400,191R5__00400.jpg,13.73,[],Paracentesis
401,191R5__00401.jpg,13.76,[],Paracentesis
402,191R5__00402.jpg,13.8,[],Paracentesis
403,191R5__00403.jpg,13.83,[],Paracentesis
404,191R5__00404.jpg,13.86,[],Paracentesis
405,191R5__00405.jpg,13.9,[],Paracentesis
406,191R5__00406.jpg,13.93,[],Paracentesis
407,191R5__00407.jpg,13.97,[],Paracentesis
408,191R5__00408.jpg,14.0,[],Paracentesis
409,191R5__00409.jpg,14.03,[],Paracentesis
410,191R5__00410.jpg,14.07,[],Paracentesis
411,191R5__00411.jpg,14.1,[],Paracentesis
412,191R5__00412.jpg,14.14,[],Paracentesis
413,191R5__00413.jpg,14.17,[],Paracentesis
414,191R5__00414.jpg,14.21,[],Paracentesis
415,191R5__00415.jpg,14.24,[],Paracentesis
416,191R5__00416.jpg,14.27,[],Paracentesis
417,191R5__00417.jpg,14.31,[],Paracentesis
418,191R5__00418.jpg,14.34,[],Paracentesis
419,191R5__00419.jpg,14.38,[],Paracentesis
420,191R5__00420.jpg,14.41,[],Paracentesis
421,191R5__00421.jpg,14.44,[],Paracentesis
422,191R5__00422.jpg,14.48,[],Paracentesis
423,191R5__00423.jpg,14.51,[],Paracentesis
424,191R5__00424.jpg,14.55,[],Paracentesis
425,191R5__00425.jpg,14.58,[],Paracentesis
426,191R5__00426.jpg,14.62,[],Paracentesis
427,191R5__00427.jpg,14.65,[],Paracentesis
428,191R5__00428.jpg,14.69,[],Paracentesis
429,191R5__00429.jpg,14.72,[],Paracentesis
430,191R5__00430.jpg,14.75,[],Paracentesis
431,191R5__00431.jpg,14.79,[],Paracentesis
432,191R5__00432.jpg,14.82,[],Paracentesis
433,191R5__00433.jpg,14.86,[],Paracentesis
434,191R5__00434.jpg,14.89,[],Paracentesis
435,191R5__00435.jpg,14.93,[],Paracentesis
436,191R5__00436.jpg,14.96,[],Paracentesis
437,191R5__00437.jpg,14.99,[],Paracentesis
438,191R5__00438.jpg,15.03,[],Paracentesis
439,191R5__00439.jpg,15.06,[],Paracentesis
440,191R5__00440.jpg,15.1,[],Paracentesis
441,191R5__00441.jpg,15.13,[],Paracentesis
442,191R5__00442.jpg,15.16,[],Paracentesis
443,191R5__00443.jpg,15.2,[],Paracentesis
444,191R5__00444.jpg,15.23,[],Paracentesis
445,191R5__00445.jpg,15.27,[],Paracentesis
446,191R5__00446.jpg,15.3,[],Paracentesis
447,191R5__00447.jpg,15.34,[],Paracentesis
448,191R5__00448.jpg,15.37,[],Paracentesis
449,191R5__00449.jpg,15.4,[],Paracentesis
450,191R5__00450.jpg,15.44,[],Paracentesis
451,191R5__00451.jpg,15.47,[],Paracentesis
452,191R5__00452.jpg,15.51,[],Paracentesis
453,191R5__00453.jpg,15.54,[],Paracentesis
454,191R5__00454.jpg,15.57,[],Paracentesis
455,191R5__00455.jpg,15.61,[],Paracentesis
456,191R5__00456.jpg,15.64,[],Paracentesis
457,191R5__00457.jpg,15.68,[],Paracentesis
458,191R5__00458.jpg,15.71,[],Paracentesis
459,191R5__00459.jpg,15.75,[],Paracentesis
460,191R5__00460.jpg,15.78,[],Paracentesis
461,191R5__00461.jpg,15.81,[],Paracentesis
462,191R5__00462.jpg,15.85,[],Paracentesis
463,191R5__00463.jpg,15.88,[],Paracentesis
464,191R5__00464.jpg,15.92,[],Paracentesis
465,191R5__00465.jpg,15.95,[],Paracentesis
466,191R5__00466.jpg,15.99,[],Paracentesis
467,191R5__00467.jpg,16.02,[],Paracentesis
468,191R5__00468.jpg,16.05,[],Nothing
469,191R5__00469.jpg,16.09,[],Nothing
470,191R5__00470.jpg,16.12,[],Nothing
471,191R5__00471.jpg,16.16,[],Nothing
472,191R5__00472.jpg,16.19,[],Nothing
473,191R5__00473.jpg,16.23,[],Nothing
474,191R5__00474.jpg,16.26,[],Nothing
475,191R5__00475.jpg,16.29,[],Nothing
476,191R5__00476.jpg,16.33,[],Nothing
477,191R5__00477.jpg,16.36,[],Nothing
478,191R5__00478.jpg,16.4,[],Nothing
479,191R5__00479.jpg,16.43,[],Nothing
480,191R5__00480.jpg,16.47,[],Nothing
481,191R5__00481.jpg,16.5,[],Nothing
482,191R5__00482.jpg,16.53,[],Nothing
483,191R5__00483.jpg,16.57,[],Nothing
484,191R5__00484.jpg,16.6,[],Nothing
485,191R5__00485.jpg,16.64,[],Nothing
486,191R5__00486.jpg,16.67,[],Nothing
487,191R5__00487.jpg,16.7,[],Nothing
488,191R5__00488.jpg,16.74,[],Nothing
489,191R5__00489.jpg,16.77,[],Nothing
490,191R5__00490.jpg,16.81,[],Nothing
491,191R5__00491.jpg,16.84,[],Nothing
492,191R5__00492.jpg,16.88,[],Nothing
493,191R5__00493.jpg,16.91,[],Nothing
494,191R5__00494.jpg,16.94,[],Nothing
495,191R5__00495.jpg,16.98,[],Nothing
496,191R5__00496.jpg,17.01,[],Nothing
497,191R5__00497.jpg,17.05,[],Nothing
498,191R5__00498.jpg,17.08,[],Nothing
499,191R5__00499.jpg,17.11,[],Nothing
500,191R5__00500.jpg,17.15,[],Nothing
501,191R5__00501.jpg,17.18,[],Nothing
502,191R5__00502.jpg,17.22,[],Nothing
503,191R5__00503.jpg,17.25,[],Nothing
504,191R5__00504.jpg,17.29,[],Nothing
505,191R5__00505.jpg,17.32,[],Nothing
506,191R5__00506.jpg,17.35,[],Nothing
507,191R5__00507.jpg,17.39,[],Nothing
508,191R5__00508.jpg,17.42,[],Nothing
509,191R5__00509.jpg,17.46,[],Nothing
510,191R5__00510.jpg,17.49,[],Nothing
511,191R5__00511.jpg,17.53,[],Nothing
512,191R5__00512.jpg,17.56,[],Nothing
513,191R5__00513.jpg,17.59,[],Nothing
514,191R5__00514.jpg,17.63,[],Nothing
515,191R5__00515.jpg,17.66,[],Nothing
516,191R5__00516.jpg,17.7,[],Nothing
517,191R5__00517.jpg,17.73,[],Nothing
518,191R5__00518.jpg,17.77,[],Nothing
519,191R5__00519.jpg,17.8,[],Nothing
520,191R5__00520.jpg,17.83,[],Nothing
521,191R5__00521.jpg,17.87,[],Nothing
522,191R5__00522.jpg,17.9,[],Nothing
523,191R5__00523.jpg,17.94,[],Nothing
524,191R5__00524.jpg,17.97,[],Nothing
525,191R5__00525.jpg,18.0,[],Nothing
526,191R5__00526.jpg,18.04,[],Nothing
527,191R5__00527.jpg,18.07,[],Nothing
528,191R5__00528.jpg,18.11,[],Nothing
529,191R5__00529.jpg,18.14,[],Nothing
530,191R5__00530.jpg,18.18,[],Nothing
531,191R5__00531.jpg,18.21,[],Nothing
532,191R5__00532.jpg,18.25,[],Nothing
533,191R5__00533.jpg,18.28,[],Nothing
534,191R5__00534.jpg,18.31,[],Nothing
535,191R5__00535.jpg,18.35,[],Nothing
536,191R5__00536.jpg,18.38,[],Nothing
537,191R5__00537.jpg,18.42,[],Nothing
538,191R5__00538.jpg,18.45,[],Nothing
539,191R5__00539.jpg,18.49,[],Nothing
540,191R5__00540.jpg,18.52,[],Nothing
541,191R5__00541.jpg,18.55,[],Nothing
542,191R5__00542.jpg,18.59,[],Nothing
543,191R5__00543.jpg,18.62,[],Nothing
544,191R5__00544.jpg,18.66,[],Nothing
545,191R5__00545.jpg,18.69,[],Nothing
546,191R5__00546.jpg,18.72,[],Nothing
547,191R5__00547.jpg,18.76,[],Nothing
548,191R5__00548.jpg,18.79,[],Nothing
549,191R5__00549.jpg,18.83,[],Nothing
550,191R5__00550.jpg,18.86,[],Nothing
551,191R5__00551.jpg,18.9,[],Nothing
552,191R5__00552.jpg,18.93,[],Nothing
553,191R5__00553.jpg,18.96,[],Nothing
554,191R5__00554.jpg,19.0,[],Nothing
555,191R5__00555.jpg,19.03,[],Nothing
556,191R5__00556.jpg,19.07,[],Nothing
557,191R5__00557.jpg,19.1,[],Nothing
558,191R5__00558.jpg,19.14,[],Nothing
559,191R5__00559.jpg,19.17,[],Nothing
560,191R5__00560.jpg,19.2,[],Nothing
561,191R5__00561.jpg,19.24,[],Nothing
562,191R5__00562.jpg,19.27,[],Nothing
563,191R5__00563.jpg,19.31,[],Nothing
564,191R5__00564.jpg,19.34,[],Nothing
565,191R5__00565.jpg,19.38,[],Nothing
566,191R5__00566.jpg,19.41,[],Nothing
567,191R5__00567.jpg,19.44,[],Nothing
568,191R5__00568.jpg,19.48,[],Nothing
569,191R5__00569.jpg,19.51,[],Nothing
570,191R5__00570.jpg,19.55,[],Nothing
571,191R5__00571.jpg,19.58,[],Nothing
