,FileName,Time Recorded,Tool Bounding Box,Phase
71,191S6__00071.jpg,2.47,[],Nothing
72,191S6__00072.jpg,2.5,[],Nothing
73,191S6__00073.jpg,2.54,[],Nothing
74,191S6__00074.jpg,2.57,[],Nothing
75,191S6__00075.jpg,2.61,[],Nothing
76,191S6__00076.jpg,2.64,[],Nothing
77,191S6__00077.jpg,2.68,[],Nothing
78,191S6__00078.jpg,2.71,[],Nothing
79,191S6__00079.jpg,2.74,[],Nothing
80,191S6__00080.jpg,2.78,[],Nothing
81,191S6__00081.jpg,2.81,[],Nothing
82,191S6__00082.jpg,2.85,[],Nothing
83,191S6__00083.jpg,2.88,[],Nothing
84,191S6__00084.jpg,2.92,[],Nothing
85,191S6__00085.jpg,2.95,[],Nothing
86,191S6__00086.jpg,2.98,[],Nothing
87,191S6__00087.jpg,3.02,[],Nothing
88,191S6__00088.jpg,3.05,[],Nothing
89,191S6__00089.jpg,3.09,[],Nothing
90,191S6__00090.jpg,3.12,[],Nothing
91,191S6__00091.jpg,3.16,[],Nothing
92,191S6__00092.jpg,3.19,[],Nothing
93,191S6__00093.jpg,3.22,[],Nothing
94,191S6__00094.jpg,3.26,[],Nothing
95,191S6__00095.jpg,3.29,[],Nothing
96,191S6__00096.jpg,3.33,[],Nothing
97,191S6__00097.jpg,3.36,[],Nothing
98,191S6__00098.jpg,3.4,[],Nothing
99,191S6__00099.jpg,3.43,[],Nothing
100,191S6__00100.jpg,3.46,[],Nothing
101,191S6__00101.jpg,3.5,[],Nothing
102,191S6__00102.jpg,3.53,[],Nothing
103,191S6__00103.jpg,3.57,[],Nothing
104,191S6__00104.jpg,3.6,[],Nothing
105,191S6__00105.jpg,3.64,[],Nothing
106,191S6__00106.jpg,3.67,[],Nothing
107,191S6__00107.jpg,3.7,[],Nothing
108,191S6__00108.jpg,3.74,[],Nothing
109,191S6__00109.jpg,3.77,[],Nothing
110,191S6__00110.jpg,3.81,[],Nothing
111,191S6__00111.jpg,3.84,[],Nothing
112,191S6__00112.jpg,3.88,[],Nothing
113,191S6__00113.jpg,3.91,[],Nothing
114,191S6__00114.jpg,3.94,[],Nothing
115,191S6__00115.jpg,3.98,[],Nothing
116,191S6__00116.jpg,4.01,[],Nothing
117,191S6__00117.jpg,4.05,[],Nothing
118,191S6__00118.jpg,4.08,[],Nothing
119,191S6__00119.jpg,4.12,[],Nothing
120,191S6__00120.jpg,4.15,[],Nothing
121,191S6__00121.jpg,4.18,[],Nothing
122,191S6__00122.jpg,4.22,[],Nothing
123,191S6__00123.jpg,4.25,[],Nothing
124,191S6__00124.jpg,4.29,[],Nothing
125,191S6__00125.jpg,4.32,[],Nothing
126,191S6__00126.jpg,4.36,[],Nothing
127,191S6__00127.jpg,4.39,[],Nothing
128,191S6__00128.jpg,4.43,[],Nothing
129,191S6__00129.jpg,4.46,[],Nothing
130,191S6__00130.jpg,4.49,[],Nothing
131,191S6__00131.jpg,4.53,[],Nothing
132,191S6__00132.jpg,4.56,[],Nothing
133,191S6__00133.jpg,4.6,[],Nothing
134,191S6__00134.jpg,4.63,[],Nothing
135,191S6__00135.jpg,4.66,[],Nothing
136,191S6__00136.jpg,4.7,[],Nothing
137,191S6__00137.jpg,4.73,[],Nothing
138,191S6__00138.jpg,4.77,[],Nothing
139,191S6__00139.jpg,4.8,[],Nothing
140,191S6__00140.jpg,4.84,[],Nothing
141,191S6__00141.jpg,4.87,[],Nothing
142,191S6__00142.jpg,4.91,[],Nothing
143,191S6__00143.jpg,4.94,[],Nothing
144,191S6__00144.jpg,4.97,[],Nothing
145,191S6__00145.jpg,5.01,[],Nothing
146,191S6__00146.jpg,5.04,[],Nothing
147,191S6__00147.jpg,5.08,[],Nothing
148,191S6__00148.jpg,5.11,[],Nothing
149,191S6__00149.jpg,5.15,[],Nothing
150,191S6__00150.jpg,5.18,[],Nothing
151,191S6__00151.jpg,5.21,[],Nothing
152,191S6__00152.jpg,5.25,[],Nothing
153,191S6__00153.jpg,5.28,[],Nothing
154,191S6__00154.jpg,5.32,[],Nothing
155,191S6__00155.jpg,5.35,[],Nothing
156,191S6__00156.jpg,5.39,[],Nothing
157,191S6__00157.jpg,5.42,[],Nothing
158,191S6__00158.jpg,5.45,[],Nothing
159,191S6__00159.jpg,5.49,[],Nothing
160,191S6__00160.jpg,5.52,[],Nothing
161,191S6__00161.jpg,5.56,[],Nothing
162,191S6__00162.jpg,5.59,[],Nothing
163,191S6__00163.jpg,5.63,[],Nothing
164,191S6__00164.jpg,5.66,[],Nothing
165,191S6__00165.jpg,5.69,[],Nothing
166,191S6__00166.jpg,5.73,[],Nothing
167,191S6__00167.jpg,5.76,[],Nothing
168,191S6__00168.jpg,5.8,[],Nothing
169,191S6__00169.jpg,5.83,[],Nothing
170,191S6__00170.jpg,5.87,[],Nothing
171,191S6__00171.jpg,5.9,[],Nothing
172,191S6__00172.jpg,5.93,[],Nothing
173,191S6__00173.jpg,5.97,[],Nothing
174,191S6__00174.jpg,6.0,[],Nothing
175,191S6__00175.jpg,6.04,[],Nothing
176,191S6__00176.jpg,6.07,[],Nothing
177,191S6__00177.jpg,6.11,[],Nothing
178,191S6__00178.jpg,6.14,[],Nothing
179,191S6__00179.jpg,6.18,[],Nothing
180,191S6__00180.jpg,6.21,[],Nothing
181,191S6__00181.jpg,6.24,[],Nothing
182,191S6__00182.jpg,6.28,[],Nothing
183,191S6__00183.jpg,6.31,[],Nothing
184,191S6__00184.jpg,6.35,[],Nothing
185,191S6__00185.jpg,6.38,[],Nothing
186,191S6__00186.jpg,6.41,[],Nothing
187,191S6__00187.jpg,6.45,[],Nothing
188,191S6__00188.jpg,6.48,[],Nothing
189,191S6__00189.jpg,6.52,[],Nothing
190,191S6__00190.jpg,6.55,[],Nothing
191,191S6__00191.jpg,6.59,[],Nothing
192,191S6__00192.jpg,6.62,[],Nothing
193,191S6__00193.jpg,6.66,[],Nothing
194,191S6__00194.jpg,6.69,[],Nothing
195,191S6__00195.jpg,6.72,[],Nothing
196,191S6__00196.jpg,6.76,[],Nothing
197,191S6__00197.jpg,6.79,[],Nothing
198,191S6__00198.jpg,6.83,[],Nothing
199,191S6__00199.jpg,6.86,[],Nothing
200,191S6__00200.jpg,6.89,[],Nothing
201,191S6__00201.jpg,6.93,[],Nothing
202,191S6__00202.jpg,6.96,[],Nothing
203,191S6__00203.jpg,7.0,[],Nothing
204,191S6__00204.jpg,7.03,[],Nothing
205,191S6__00205.jpg,7.07,[],Nothing
206,191S6__00206.jpg,7.1,[],Nothing
207,191S6__00207.jpg,7.14,[],Nothing
208,191S6__00208.jpg,7.17,[],Nothing
209,191S6__00209.jpg,7.2,[],Nothing
210,191S6__00210.jpg,7.24,[],Nothing
211,191S6__00211.jpg,7.27,[],Nothing
212,191S6__00212.jpg,7.31,[],Nothing
213,191S6__00213.jpg,7.34,[],Nothing
214,191S6__00214.jpg,7.38,[],Nothing
215,191S6__00215.jpg,7.41,[],Nothing
216,191S6__00216.jpg,7.44,[],Nothing
217,191S6__00217.jpg,7.48,[],Nothing
218,191S6__00218.jpg,7.51,[],Nothing
219,191S6__00219.jpg,7.55,[],Nothing
220,191S6__00220.jpg,7.58,[],Nothing
221,191S6__00221.jpg,7.62,[],Nothing
222,191S6__00222.jpg,7.65,[],Nothing
223,191S6__00223.jpg,7.68,[],Nothing
224,191S6__00224.jpg,7.72,[],Nothing
225,191S6__00225.jpg,7.75,[],Nothing
226,191S6__00226.jpg,7.79,[],Nothing
227,191S6__00227.jpg,7.82,[],Nothing
228,191S6__00228.jpg,7.86,[],Nothing
229,191S6__00229.jpg,7.89,[],Nothing
230,191S6__00230.jpg,7.92,[],Nothing
231,191S6__00231.jpg,7.96,[],Nothing
232,191S6__00232.jpg,7.99,[],Nothing
233,191S6__00233.jpg,8.03,[],Nothing
234,191S6__00234.jpg,8.06,[],Nothing
235,191S6__00235.jpg,8.1,[],Nothing
236,191S6__00236.jpg,8.13,[],Nothing
237,191S6__00237.jpg,8.16,[],Nothing
238,191S6__00238.jpg,8.2,[],Nothing
239,191S6__00239.jpg,8.23,[],Nothing
240,191S6__00240.jpg,8.27,[],Nothing
241,191S6__00241.jpg,8.3,[],Nothing
242,191S6__00242.jpg,8.34,[],Nothing
243,191S6__00243.jpg,8.37,[],Nothing
244,191S6__00244.jpg,8.4,[],Nothing
245,191S6__00245.jpg,8.44,[],Nothing
246,191S6__00246.jpg,8.47,[],Nothing
247,191S6__00247.jpg,8.51,[],Nothing
248,191S6__00248.jpg,8.54,[],Nothing
249,191S6__00249.jpg,8.58,[],Nothing
250,191S6__00250.jpg,8.61,[],Nothing
251,191S6__00251.jpg,8.65,[],Nothing
252,191S6__00252.jpg,8.68,[],Nothing
253,191S6__00253.jpg,8.71,[],Nothing
254,191S6__00254.jpg,8.75,[],Nothing
255,191S6__00255.jpg,8.78,[],Nothing
256,191S6__00256.jpg,8.82,[],Nothing
257,191S6__00257.jpg,8.85,[],Nothing
258,191S6__00258.jpg,8.89,[],Nothing
259,191S6__00259.jpg,8.92,[],Nothing
260,191S6__00260.jpg,8.95,[],Nothing
261,191S6__00261.jpg,8.99,[],Nothing
262,191S6__00262.jpg,9.02,[],Nothing
263,191S6__00263.jpg,9.06,[],Nothing
264,191S6__00264.jpg,9.09,[],Nothing
265,191S6__00265.jpg,9.12,[],Nothing
266,191S6__00266.jpg,9.16,[],Nothing
267,191S6__00267.jpg,9.19,[],Nothing
268,191S6__00268.jpg,9.23,[],Nothing
269,191S6__00269.jpg,9.26,[],Nothing
270,191S6__00270.jpg,9.3,[],Nothing
271,191S6__00271.jpg,9.33,[],Nothing
272,191S6__00272.jpg,9.36,[],Nothing
273,191S6__00273.jpg,9.4,[],Nothing
274,191S6__00274.jpg,9.43,[],Nothing
275,191S6__00275.jpg,9.47,[],Nothing
276,191S6__00276.jpg,9.5,[],Nothing
277,191S6__00277.jpg,9.54,[],Nothing
278,191S6__00278.jpg,9.57,[],Nothing
279,191S6__00279.jpg,9.6,[],Nothing
280,191S6__00280.jpg,9.64,[],Nothing
281,191S6__00281.jpg,9.67,[],Nothing
282,191S6__00282.jpg,9.71,[],Nothing
283,191S6__00283.jpg,9.74,[],Nothing
284,191S6__00284.jpg,9.78,[],Nothing
285,191S6__00285.jpg,9.81,[],Nothing
286,191S6__00286.jpg,9.85,[],Nothing
287,191S6__00287.jpg,9.88,[],Nothing
288,191S6__00288.jpg,9.91,[],Nothing
289,191S6__00289.jpg,9.95,[],Nothing
290,191S6__00290.jpg,9.98,[],Nothing
291,191S6__00291.jpg,10.02,[],Nothing
292,191S6__00292.jpg,10.05,[],Nothing
293,191S6__00293.jpg,10.09,[],Nothing
294,191S6__00294.jpg,10.12,[],Nothing
295,191S6__00295.jpg,10.15,[],Nothing
296,191S6__00296.jpg,10.19,[],Nothing
297,191S6__00297.jpg,10.22,[],Nothing
298,191S6__00298.jpg,10.26,[],Nothing
299,191S6__00299.jpg,10.29,[],Nothing
300,191S6__00300.jpg,10.33,[],Nothing
301,191S6__00301.jpg,10.36,[],Nothing
302,191S6__00302.jpg,10.39,[],Nothing
303,191S6__00303.jpg,10.43,[],Nothing
304,191S6__00304.jpg,10.46,[],Nothing
305,191S6__00305.jpg,10.5,[],Nothing
306,191S6__00306.jpg,10.53,[],Nothing
307,191S6__00307.jpg,10.57,[],Nothing
308,191S6__00308.jpg,10.6,[],Nothing
309,191S6__00309.jpg,10.63,[],Nothing
310,191S6__00310.jpg,10.67,[],Nothing
311,191S6__00311.jpg,10.7,[],Nothing
312,191S6__00312.jpg,10.74,[],Nothing
313,191S6__00313.jpg,10.77,[],Nothing
314,191S6__00314.jpg,10.81,[],Nothing
315,191S6__00315.jpg,10.84,[],Nothing
316,191S6__00316.jpg,10.87,[],Nothing
317,191S6__00317.jpg,10.91,[],Nothing
318,191S6__00318.jpg,10.94,[],Nothing
319,191S6__00319.jpg,10.98,[],Nothing
320,191S6__00320.jpg,11.01,[],Nothing
321,191S6__00321.jpg,11.05,[],Nothing
322,191S6__00322.jpg,11.08,[],Nothing
323,191S6__00323.jpg,11.11,[],Nothing
324,191S6__00324.jpg,11.15,[],Nothing
325,191S6__00325.jpg,11.18,[],Nothing
326,191S6__00326.jpg,11.22,[],Nothing
327,191S6__00327.jpg,11.25,[],Nothing
328,191S6__00328.jpg,11.29,[],Nothing
329,191S6__00329.jpg,11.32,[],Nothing
330,191S6__00330.jpg,11.35,[],Nothing
331,191S6__00331.jpg,11.39,[],Nothing
332,191S6__00332.jpg,11.42,[],Nothing
333,191S6__00333.jpg,11.46,[],Nothing
334,191S6__00334.jpg,11.49,[],Nothing
335,191S6__00335.jpg,11.53,[],Nothing
336,191S6__00336.jpg,11.56,[],Nothing
337,191S6__00337.jpg,11.6,[],Nothing
338,191S6__00338.jpg,11.63,[],Nothing
339,191S6__00339.jpg,11.66,[],Nothing
340,191S6__00340.jpg,11.7,[],Nothing
341,191S6__00341.jpg,11.73,[],Nothing
342,191S6__00342.jpg,11.77,[],Nothing
343,191S6__00343.jpg,11.8,[],Nothing
344,191S6__00344.jpg,11.84,[],Nothing
345,191S6__00345.jpg,11.87,[],Nothing
346,191S6__00346.jpg,11.9,[],Nothing
347,191S6__00347.jpg,11.94,[],Nothing
348,191S6__00348.jpg,11.97,[],Nothing
349,191S6__00349.jpg,12.01,[],Nothing
350,191S6__00350.jpg,12.04,[],Nothing
351,191S6__00351.jpg,12.07,[],Nothing
352,191S6__00352.jpg,12.11,[],Nothing
353,191S6__00353.jpg,12.14,[],Nothing
354,191S6__00354.jpg,12.18,[],Nothing
355,191S6__00355.jpg,12.21,[],Nothing
356,191S6__00356.jpg,12.25,[],Nothing
357,191S6__00357.jpg,12.28,[],Nothing
358,191S6__00358.jpg,12.31,[],Nothing
359,191S6__00359.jpg,12.35,[],Nothing
360,191S6__00360.jpg,12.38,[],Nothing
361,191S6__00361.jpg,12.42,[],Nothing
362,191S6__00362.jpg,12.45,[],Nothing
363,191S6__00363.jpg,12.49,[],Nothing
364,191S6__00364.jpg,12.52,[],Nothing
365,191S6__00365.jpg,12.56,[],Nothing
366,191S6__00366.jpg,12.59,[],Nothing
367,191S6__00367.jpg,12.62,[],Nothing
368,191S6__00368.jpg,12.66,[],Nothing
369,191S6__00369.jpg,12.69,[],Nothing
370,191S6__00370.jpg,12.73,[],Nothing
371,191S6__00371.jpg,12.76,[],Nothing
372,191S6__00372.jpg,12.8,[],Nothing
373,191S6__00373.jpg,12.83,[],Nothing
374,191S6__00374.jpg,12.86,[],Nothing
375,191S6__00375.jpg,12.9,[],Nothing
376,191S6__00376.jpg,12.93,[],Nothing
377,191S6__00377.jpg,12.97,[],Nothing
378,191S6__00378.jpg,13.0,[],Nothing
379,191S6__00379.jpg,13.04,[],Nothing
380,191S6__00380.jpg,13.07,[],Nothing
381,191S6__00381.jpg,13.1,[],Nothing
382,191S6__00382.jpg,13.14,[],Nothing
383,191S6__00383.jpg,13.17,[],Nothing
384,191S6__00384.jpg,13.21,[],Nothing
385,191S6__00385.jpg,13.24,[],Nothing
386,191S6__00386.jpg,13.28,[],Nothing
387,191S6__00387.jpg,13.31,[],Nothing
388,191S6__00388.jpg,13.34,[],Nothing
389,191S6__00389.jpg,13.38,[],Nothing
390,191S6__00390.jpg,13.41,[],Nothing
391,191S6__00391.jpg,13.45,[],Nothing
392,191S6__00392.jpg,13.48,[],Nothing
393,191S6__00393.jpg,13.52,[],Nothing
394,191S6__00394.jpg,13.55,[],Nothing
395,191S6__00395.jpg,13.58,[],Nothing
396,191S6__00396.jpg,13.62,[],Nothing
397,191S6__00397.jpg,13.65,[],Nothing
398,191S6__00398.jpg,13.69,[],Nothing
399,191S6__00399.jpg,13.72,[],Nothing
400,191S6__00400.jpg,13.76,[],Nothing
401,191S6__00401.jpg,13.79,[],Nothing
402,191S6__00402.jpg,13.82,[],Nothing
403,191S6__00403.jpg,13.86,[],Nothing
404,191S6__00404.jpg,13.89,[],Nothing
405,191S6__00405.jpg,13.93,[],Nothing
406,191S6__00406.jpg,13.96,[],Nothing
407,191S6__00407.jpg,14.0,[],Nothing
408,191S6__00408.jpg,14.03,[],Nothing
409,191S6__00409.jpg,14.06,[],Nothing
410,191S6__00410.jpg,14.1,[],Nothing
411,191S6__00411.jpg,14.13,[],Nothing
412,191S6__00412.jpg,14.17,[],Nothing
413,191S6__00413.jpg,14.2,[],Nothing
414,191S6__00414.jpg,14.24,[],Nothing
415,191S6__00415.jpg,14.27,[],Nothing
416,191S6__00416.jpg,14.31,[],Nothing
417,191S6__00417.jpg,14.34,[],Nothing
418,191S6__00418.jpg,14.37,[],Nothing
419,191S6__00419.jpg,14.41,[],Nothing
420,191S6__00420.jpg,14.44,[],Nothing
421,191S6__00421.jpg,14.48,[],Nothing
422,191S6__00422.jpg,14.51,[],Nothing
423,191S6__00423.jpg,14.55,[],Nothing
424,191S6__00424.jpg,14.58,[],Nothing
425,191S6__00425.jpg,14.61,[],Nothing
426,191S6__00426.jpg,14.65,[],Nothing
427,191S6__00427.jpg,14.68,[],Nothing
428,191S6__00428.jpg,14.72,[],Nothing
429,191S6__00429.jpg,14.75,[],Nothing
430,191S6__00430.jpg,14.78,[],Nothing
431,191S6__00431.jpg,14.82,[],Nothing
432,191S6__00432.jpg,14.85,[],Nothing
433,191S6__00433.jpg,14.89,[],Nothing
434,191S6__00434.jpg,14.92,[],Nothing
435,191S6__00435.jpg,14.96,[],Nothing
436,191S6__00436.jpg,14.99,[],Nothing
437,191S6__00437.jpg,15.02,[],Nothing
438,191S6__00438.jpg,15.06,[],Nothing
439,191S6__00439.jpg,15.09,[],Nothing
440,191S6__00440.jpg,15.13,[],Nothing
441,191S6__00441.jpg,15.16,[],Nothing
442,191S6__00442.jpg,15.2,[],Paracentesis
443,191S6__00443.jpg,15.23,[],Paracentesis
444,191S6__00444.jpg,15.27,[],Paracentesis
445,191S6__00445.jpg,15.3,[],Paracentesis
446,191S6__00446.jpg,15.33,[],Paracentesis
447,191S6__00447.jpg,15.37,[],Paracentesis
448,191S6__00448.jpg,15.4,[],Paracentesis
449,191S6__00449.jpg,15.44,[],Paracentesis
450,191S6__00450.jpg,15.47,[],Paracentesis
451,191S6__00451.jpg,15.51,[],Paracentesis
452,191S6__00452.jpg,15.54,[],Paracentesis
453,191S6__00453.jpg,15.57,[],Paracentesis
454,191S6__00454.jpg,15.61,[],Paracentesis
455,191S6__00455.jpg,15.64,[],Paracentesis
456,191S6__00456.jpg,15.68,[],Paracentesis
457,191S6__00457.jpg,15.71,[],Paracentesis
458,191S6__00458.jpg,15.75,[],Paracentesis
459,191S6__00459.jpg,15.78,[],Paracentesis
460,191S6__00460.jpg,15.81,[],Paracentesis
461,191S6__00461.jpg,15.85,[],Paracentesis
462,191S6__00462.jpg,15.88,[],Paracentesis
463,191S6__00463.jpg,15.92,[],Paracentesis
464,191S6__00464.jpg,15.95,[],Paracentesis
465,191S6__00465.jpg,15.99,[],Paracentesis
466,191S6__00466.jpg,16.02,[],Paracentesis
467,191S6__00467.jpg,16.05,[],Paracentesis
468,191S6__00468.jpg,16.09,[],Paracentesis
469,191S6__00469.jpg,16.12,[],Paracentesis
470,191S6__00470.jpg,16.16,[],Paracentesis
471,191S6__00471.jpg,16.19,[],Paracentesis
472,191S6__00472.jpg,16.23,[],Paracentesis
473,191S6__00473.jpg,16.26,[],Paracentesis
474,191S6__00474.jpg,16.29,[],Paracentesis
475,191S6__00475.jpg,16.33,[],Paracentesis
476,191S6__00476.jpg,16.36,[],Paracentesis
477,191S6__00477.jpg,16.4,[],Paracentesis
478,191S6__00478.jpg,16.43,[],Paracentesis
479,191S6__00479.jpg,16.47,[],Paracentesis
480,191S6__00480.jpg,16.5,[],Paracentesis
481,191S6__00481.jpg,16.53,[],Paracentesis
482,191S6__00482.jpg,16.57,[],Paracentesis
483,191S6__00483.jpg,16.6,[],Paracentesis
484,191S6__00484.jpg,16.64,[],Paracentesis
485,191S6__00485.jpg,16.67,[],Paracentesis
486,191S6__00486.jpg,16.71,[],Paracentesis
487,191S6__00487.jpg,16.74,[],Paracentesis
488,191S6__00488.jpg,16.77,[],Paracentesis
489,191S6__00489.jpg,16.81,[],Paracentesis
490,191S6__00490.jpg,16.84,[],Paracentesis
491,191S6__00491.jpg,16.88,[],Paracentesis
492,191S6__00492.jpg,16.91,[],Paracentesis
493,191S6__00493.jpg,16.95,[],Paracentesis
494,191S6__00494.jpg,16.98,[],Paracentesis
495,191S6__00495.jpg,17.01,[],Paracentesis
496,191S6__00496.jpg,17.05,[],Paracentesis
497,191S6__00497.jpg,17.08,[],Paracentesis
498,191S6__00498.jpg,17.12,[],Paracentesis
499,191S6__00499.jpg,17.15,[],Paracentesis
500,191S6__00500.jpg,17.19,[],Paracentesis
501,191S6__00501.jpg,17.22,[],Paracentesis
502,191S6__00502.jpg,17.25,[],Paracentesis
503,191S6__00503.jpg,17.29,[],Paracentesis
504,191S6__00504.jpg,17.32,[],Paracentesis
505,191S6__00505.jpg,17.36,[],Paracentesis
506,191S6__00506.jpg,17.39,[],Paracentesis
507,191S6__00507.jpg,17.43,[],Paracentesis
508,191S6__00508.jpg,17.46,[],Paracentesis
509,191S6__00509.jpg,17.5,[],Paracentesis
510,191S6__00510.jpg,17.53,[],Paracentesis
511,191S6__00511.jpg,17.56,[],Paracentesis
512,191S6__00512.jpg,17.6,[],Paracentesis
513,191S6__00513.jpg,17.63,[],Paracentesis
514,191S6__00514.jpg,17.67,[],Paracentesis
515,191S6__00515.jpg,17.7,[],Paracentesis
516,191S6__00516.jpg,17.74,[],Paracentesis
517,191S6__00517.jpg,17.77,[],Paracentesis
518,191S6__00518.jpg,17.8,[],Paracentesis
519,191S6__00519.jpg,17.84,[],Paracentesis
520,191S6__00520.jpg,17.87,[],Paracentesis
521,191S6__00521.jpg,17.91,[],Paracentesis
522,191S6__00522.jpg,17.94,[],Paracentesis
523,191S6__00523.jpg,17.98,[],Paracentesis
524,191S6__00524.jpg,18.01,[],Paracentesis
525,191S6__00525.jpg,18.04,[],Paracentesis
526,191S6__00526.jpg,18.08,[],Paracentesis
527,191S6__00527.jpg,18.11,[],Paracentesis
528,191S6__00528.jpg,18.15,[],Paracentesis
529,191S6__00529.jpg,18.18,[],Paracentesis
530,191S6__00530.jpg,18.22,[],Paracentesis
531,191S6__00531.jpg,18.25,[],Paracentesis
532,191S6__00532.jpg,18.28,[],Paracentesis
533,191S6__00533.jpg,18.32,[],Paracentesis
534,191S6__00534.jpg,18.35,[],Paracentesis
535,191S6__00535.jpg,18.39,[],Paracentesis
536,191S6__00536.jpg,18.42,[],Paracentesis
537,191S6__00537.jpg,18.46,[],Paracentesis
538,191S6__00538.jpg,18.49,[],Paracentesis
539,191S6__00539.jpg,18.52,[],Paracentesis
540,191S6__00540.jpg,18.56,[],Paracentesis
541,191S6__00541.jpg,18.59,[],Paracentesis
542,191S6__00542.jpg,18.63,[],Paracentesis
543,191S6__00543.jpg,18.66,[],Paracentesis
544,191S6__00544.jpg,18.7,[],Paracentesis
545,191S6__00545.jpg,18.73,[],Paracentesis
546,191S6__00546.jpg,18.76,[],Paracentesis
547,191S6__00547.jpg,18.8,[],Paracentesis
548,191S6__00548.jpg,18.83,[],Paracentesis
549,191S6__00549.jpg,18.87,[],Paracentesis
550,191S6__00550.jpg,18.9,[],Paracentesis
551,191S6__00551.jpg,18.94,[],Paracentesis
552,191S6__00552.jpg,18.97,[],Paracentesis
553,191S6__00553.jpg,19.0,[],Paracentesis
554,191S6__00554.jpg,19.04,[],Paracentesis
555,191S6__00555.jpg,19.07,[],Paracentesis
556,191S6__00556.jpg,19.11,[],Paracentesis
557,191S6__00557.jpg,19.14,[],Paracentesis
558,191S6__00558.jpg,19.18,[],Paracentesis
559,191S6__00559.jpg,19.21,[],Paracentesis
560,191S6__00560.jpg,19.25,[],Paracentesis
561,191S6__00561.jpg,19.28,[],Paracentesis
562,191S6__00562.jpg,19.31,[],Paracentesis
563,191S6__00563.jpg,19.35,[],Paracentesis
564,191S6__00564.jpg,19.38,[],Paracentesis
565,191S6__00565.jpg,19.42,[],Paracentesis
566,191S6__00566.jpg,19.45,[],Paracentesis
567,191S6__00567.jpg,19.49,[],Paracentesis
568,191S6__00568.jpg,19.52,[],Paracentesis
569,191S6__00569.jpg,19.55,[],Paracentesis
