,FileName,Time Recorded,Tool bounding box,Phase
89,191S3__00089.jpg,3.08,[],Nothing
90,191S3__00090.jpg,3.12,"[{'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 413, 'ymax': 575}, {'class': 'iris', 'xmin': 795, 'xmax': 1485, 'ymin': 421, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 204, 'xmax': 594, 'ymin': 491, 'ymax': 632}]",Nothing
91,191S3__00091.jpg,3.15,[],Nothing
92,191S3__00092.jpg,3.18,[],Nothing
93,191S3__00093.jpg,3.22,[],Nothing
94,191S3__00094.jpg,3.25,[],Nothing
95,191S3__00095.jpg,3.29,[],Nothing
96,191S3__00096.jpg,3.32,[],Nothing
97,191S3__00097.jpg,3.35,[],Nothing
98,191S3__00098.jpg,3.39,[],Nothing
99,191S3__00099.jpg,3.42,[],Nothing
100,191S3__00100.jpg,3.46,"[{'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 413, 'ymax': 575}, {'class': 'skinholder', 'xmin': 204, 'xmax': 594, 'ymin': 491, 'ymax': 632}, {'class': 'iris', 'xmin': 800, 'xmax': 1490, 'ymin': 421, 'ymax': 1078}]",Nothing
101,191S3__00101.jpg,3.49,[],Nothing
102,191S3__00102.jpg,3.53,[],Nothing
103,191S3__00103.jpg,3.56,[],Nothing
104,191S3__00104.jpg,3.59,[],Nothing
105,191S3__00105.jpg,3.63,[],Nothing
106,191S3__00106.jpg,3.66,[],Nothing
107,191S3__00107.jpg,3.7,[],Nothing
108,191S3__00108.jpg,3.73,[],Nothing
109,191S3__00109.jpg,3.77,[],Nothing
110,191S3__00110.jpg,3.8,"[{'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 413, 'ymax': 575}, {'class': 'skinholder', 'xmin': 204, 'xmax': 594, 'ymin': 491, 'ymax': 632}, {'class': 'iris', 'xmin': 786, 'xmax': 1476, 'ymin': 410, 'ymax': 1078}]",Nothing
111,191S3__00111.jpg,3.83,[],Nothing
112,191S3__00112.jpg,3.87,[],Nothing
113,191S3__00113.jpg,3.9,[],Nothing
114,191S3__00114.jpg,3.94,[],Nothing
115,191S3__00115.jpg,3.97,[],Nothing
116,191S3__00116.jpg,4.01,[],Nothing
117,191S3__00117.jpg,4.04,[],Nothing
118,191S3__00118.jpg,4.07,[],Nothing
119,191S3__00119.jpg,4.11,[],Nothing
120,191S3__00120.jpg,4.14,"[{'class': 'iris', 'xmin': 777, 'xmax': 1467, 'ymin': 437, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 435, 'ymax': 598}, {'class': 'skinholder', 'xmin': 201, 'xmax': 591, 'ymin': 520, 'ymax': 660}]",Nothing
121,191S3__00121.jpg,4.18,[],Nothing
122,191S3__00122.jpg,4.21,[],Nothing
123,191S3__00123.jpg,4.24,[],Nothing
124,191S3__00124.jpg,4.28,[],Nothing
125,191S3__00125.jpg,4.31,[],Nothing
126,191S3__00126.jpg,4.35,[],Nothing
127,191S3__00127.jpg,4.38,[],Nothing
128,191S3__00128.jpg,4.41,[],Nothing
129,191S3__00129.jpg,4.45,[],Nothing
130,191S3__00130.jpg,4.48,"[{'class': 'iris', 'xmin': 764, 'xmax': 1454, 'ymin': 450, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 200, 'xmax': 589, 'ymin': 533, 'ymax': 674}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 445, 'ymax': 608}]",Nothing
131,191S3__00131.jpg,4.52,[],Nothing
132,191S3__00132.jpg,4.55,[],Nothing
133,191S3__00133.jpg,4.59,[],Nothing
134,191S3__00134.jpg,4.62,[],Nothing
135,191S3__00135.jpg,4.66,[],Nothing
136,191S3__00136.jpg,4.69,[],Nothing
137,191S3__00137.jpg,4.72,[],Nothing
138,191S3__00138.jpg,4.76,[],Nothing
139,191S3__00139.jpg,4.79,[],Nothing
140,191S3__00140.jpg,4.83,"[{'class': 'skinholder', 'xmin': 183, 'xmax': 573, 'ymin': 525, 'ymax': 665}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 437, 'ymax': 599}, {'class': 'iris', 'xmin': 764, 'xmax': 1454, 'ymin': 444, 'ymax': 1078}]",Nothing
141,191S3__00141.jpg,4.86,[],Nothing
142,191S3__00142.jpg,4.89,[],Nothing
143,191S3__00143.jpg,4.93,[],Nothing
144,191S3__00144.jpg,4.96,[],Nothing
145,191S3__00145.jpg,5,[],Nothing
146,191S3__00146.jpg,5.03,[],Nothing
147,191S3__00147.jpg,5.07,[],Nothing
148,191S3__00148.jpg,5.1,[],Nothing
149,191S3__00149.jpg,5.13,[],Nothing
150,191S3__00150.jpg,5.17,"[{'class': 'skinholder', 'xmin': 208, 'xmax': 598, 'ymin': 512, 'ymax': 652}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 426, 'ymax': 589}, {'class': 'iris', 'xmin': 782, 'xmax': 1472, 'ymin': 427, 'ymax': 1078}]",Nothing
151,191S3__00151.jpg,5.2,[],Nothing
152,191S3__00152.jpg,5.24,[],Nothing
153,191S3__00153.jpg,5.27,[],Nothing
154,191S3__00154.jpg,5.3,[],Nothing
155,191S3__00155.jpg,5.34,[],Nothing
156,191S3__00156.jpg,5.37,[],Nothing
157,191S3__00157.jpg,5.41,[],Nothing
158,191S3__00158.jpg,5.44,[],Nothing
159,191S3__00159.jpg,5.48,[],Nothing
160,191S3__00160.jpg,5.51,"[{'class': 'iris', 'xmin': 755, 'xmax': 1445, 'ymin': 405, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 1526, 'xmax': 1916, 'ymin': 420, 'ymax': 583}, {'class': 'skinholder', 'xmin': 201, 'xmax': 591, 'ymin': 489, 'ymax': 629}]",Nothing
161,191S3__00161.jpg,5.55,[],Nothing
162,191S3__00162.jpg,5.58,[],Nothing
163,191S3__00163.jpg,5.61,[],Nothing
164,191S3__00164.jpg,5.65,[],Nothing
165,191S3__00165.jpg,5.68,[],Nothing
166,191S3__00166.jpg,5.72,[],Nothing
167,191S3__00167.jpg,5.75,[],Nothing
168,191S3__00168.jpg,5.78,[],Nothing
169,191S3__00169.jpg,5.82,[],Nothing
170,191S3__00170.jpg,5.85,"[{'class': 'iris', 'xmin': 755, 'xmax': 1445, 'ymin': 405, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 1526, 'xmax': 1916, 'ymin': 420, 'ymax': 583}, {'class': 'skinholder', 'xmin': 201, 'xmax': 591, 'ymin': 489, 'ymax': 629}]",Nothing
171,191S3__00171.jpg,5.89,[],Nothing
172,191S3__00172.jpg,5.92,[],Nothing
173,191S3__00173.jpg,5.96,[],Nothing
174,191S3__00174.jpg,5.99,[],Nothing
175,191S3__00175.jpg,6.02,[],Nothing
176,191S3__00176.jpg,6.06,[],Nothing
177,191S3__00177.jpg,6.09,[],Nothing
178,191S3__00178.jpg,6.13,[],Nothing
179,191S3__00179.jpg,6.16,[],Nothing
180,191S3__00180.jpg,6.2,"[{'class': 'skinholder', 'xmin': 192, 'xmax': 597, 'ymin': 447, 'ymax': 590}, {'class': 'iris', 'xmin': 763, 'xmax': 1452, 'ymin': 369, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 367, 'ymax': 530}]",Nothing
181,191S3__00181.jpg,6.23,[],Nothing
182,191S3__00182.jpg,6.26,[],Nothing
183,191S3__00183.jpg,6.3,[],Nothing
184,191S3__00184.jpg,6.33,[],Nothing
185,191S3__00185.jpg,6.37,[],Nothing
186,191S3__00186.jpg,6.4,[],Nothing
187,191S3__00187.jpg,6.43,[],Nothing
188,191S3__00188.jpg,6.47,[],Nothing
189,191S3__00189.jpg,6.5,[],Nothing
190,191S3__00190.jpg,6.54,"[{'class': 'iris', 'xmin': 773, 'xmax': 1452, 'ymin': 399, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 192, 'xmax': 597, 'ymin': 495, 'ymax': 638}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 405, 'ymax': 568}]",Nothing
191,191S3__00191.jpg,6.57,[],Nothing
192,191S3__00192.jpg,6.61,[],Nothing
193,191S3__00193.jpg,6.64,[],Nothing
194,191S3__00194.jpg,6.68,[],Nothing
195,191S3__00195.jpg,6.71,[],Nothing
196,191S3__00196.jpg,6.74,[],Nothing
197,191S3__00197.jpg,6.78,[],Nothing
198,191S3__00198.jpg,6.81,[],Nothing
199,191S3__00199.jpg,6.85,[],Nothing
200,191S3__00200.jpg,6.88,"[{'class': 'skinholder', 'xmin': 212, 'xmax': 616, 'ymin': 454, 'ymax': 597}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 369, 'ymax': 532}, {'class': 'iris', 'xmin': 759, 'xmax': 1460, 'ymin': 363, 'ymax': 1078}]",Nothing
201,191S3__00201.jpg,6.91,[],Nothing
202,191S3__00202.jpg,6.95,[],Nothing
203,191S3__00203.jpg,6.98,[],Nothing
204,191S3__00204.jpg,7.02,[],Nothing
205,191S3__00205.jpg,7.05,[],Nothing
206,191S3__00206.jpg,7.09,[],Nothing
207,191S3__00207.jpg,7.12,[],Nothing
208,191S3__00208.jpg,7.15,[],Nothing
209,191S3__00209.jpg,7.19,[],Nothing
210,191S3__00210.jpg,7.22,"[{'class': 'iris', 'xmin': 759, 'xmax': 1460, 'ymin': 433, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 437, 'ymax': 599}, {'class': 'skinholder', 'xmin': 195, 'xmax': 599, 'ymin': 515, 'ymax': 658}]",Nothing
211,191S3__00211.jpg,7.26,[],Nothing
212,191S3__00212.jpg,7.29,[],Nothing
213,191S3__00213.jpg,7.32,[],Nothing
214,191S3__00214.jpg,7.36,[],Nothing
215,191S3__00215.jpg,7.39,[],Nothing
216,191S3__00216.jpg,7.43,[],Nothing
217,191S3__00217.jpg,7.46,[],Nothing
218,191S3__00218.jpg,7.5,[],Nothing
219,191S3__00219.jpg,7.53,[],Nothing
220,191S3__00220.jpg,7.57,"[{'class': 'iris', 'xmin': 742, 'xmax': 1443, 'ymin': 456, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 180, 'xmax': 585, 'ymin': 555, 'ymax': 698}, {'class': 'skinholder', 'xmin': 1527, 'xmax': 1918, 'ymin': 478, 'ymax': 641}]",Nothing
221,191S3__00221.jpg,7.6,[],Nothing
222,191S3__00222.jpg,7.63,[],Nothing
223,191S3__00223.jpg,7.67,[],Nothing
224,191S3__00224.jpg,7.7,[],Nothing
225,191S3__00225.jpg,7.74,[],Nothing
226,191S3__00226.jpg,7.77,[],Nothing
227,191S3__00227.jpg,7.8,[],Nothing
228,191S3__00228.jpg,7.84,[],Nothing
229,191S3__00229.jpg,7.87,[],Nothing
230,191S3__00230.jpg,7.91,"[{'class': 'iris', 'xmin': 723, 'xmax': 1424, 'ymin': 358, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 165, 'xmax': 569, 'ymin': 465, 'ymax': 608}, {'class': 'skinholder', 'xmin': 1505, 'xmax': 1896, 'ymin': 386, 'ymax': 549}]",Nothing
231,191S3__00231.jpg,7.94,[],Nothing
232,191S3__00232.jpg,7.97,[],Nothing
233,191S3__00233.jpg,8.01,[],Nothing
234,191S3__00234.jpg,8.04,[],Nothing
235,191S3__00235.jpg,8.08,[],Nothing
236,191S3__00236.jpg,8.11,[],Nothing
237,191S3__00237.jpg,8.15,[],Nothing
238,191S3__00238.jpg,8.18,[],Nothing
239,191S3__00239.jpg,8.22,[],Nothing
240,191S3__00240.jpg,8.25,"[{'class': 'iris', 'xmin': 687, 'xmax': 1388, 'ymin': 443, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 146, 'xmax': 550, 'ymin': 532, 'ymax': 675}, {'class': 'skinholder', 'xmin': 1467, 'xmax': 1858, 'ymin': 489, 'ymax': 652}]",Nothing
241,191S3__00241.jpg,8.28,[],Nothing
242,191S3__00242.jpg,8.32,[],Nothing
243,191S3__00243.jpg,8.35,[],Nothing
244,191S3__00244.jpg,8.39,[],Nothing
245,191S3__00245.jpg,8.42,[],Nothing
246,191S3__00246.jpg,8.45,[],Nothing
247,191S3__00247.jpg,8.49,[],Nothing
248,191S3__00248.jpg,8.52,[],Nothing
249,191S3__00249.jpg,8.56,[],Nothing
250,191S3__00250.jpg,8.59,"[{'class': 'iris', 'xmin': 733, 'xmax': 1433, 'ymin': 469, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 1472, 'xmax': 1862, 'ymin': 507, 'ymax': 670}, {'class': 'skinholder', 'xmin': 148, 'xmax': 552, 'ymin': 579, 'ymax': 721}, {'class': 'forceps', 'xmin': 1540, 'xmax': 1918, 'ymin': 227, 'ymax': 553}]",Nothing
251,191S3__00251.jpg,8.63,[],Nothing
252,191S3__00252.jpg,8.66,[],Nothing
253,191S3__00253.jpg,8.69,[],Nothing
254,191S3__00254.jpg,8.73,[],Nothing
255,191S3__00255.jpg,8.76,[],Nothing
256,191S3__00256.jpg,8.8,[],Nothing
257,191S3__00257.jpg,8.83,[],Nothing
258,191S3__00258.jpg,8.86,[],Nothing
259,191S3__00259.jpg,8.9,[],Nothing
260,191S3__00260.jpg,8.93,"[{'class': 'iris', 'xmin': 751, 'xmax': 1451, 'ymin': 469, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 153, 'xmax': 557, 'ymin': 591, 'ymax': 733}, {'class': 'skinholder', 'xmin': 1526, 'xmax': 1916, 'ymin': 531, 'ymax': 694}, {'class': 'forceps', 'xmin': 1269, 'xmax': 1918, 'ymin': 435, 'ymax': 909}]",Nothing
261,191S3__00261.jpg,8.97,[],Nothing
262,191S3__00262.jpg,9,[],Nothing
263,191S3__00263.jpg,9.04,[],Nothing
264,191S3__00264.jpg,9.07,[],Nothing
265,191S3__00265.jpg,9.1,[],Nothing
266,191S3__00266.jpg,9.14,[],Nothing
267,191S3__00267.jpg,9.17,[],Nothing
268,191S3__00268.jpg,9.21,[],Nothing
269,191S3__00269.jpg,9.24,[],Nothing
270,191S3__00270.jpg,9.28,"[{'class': 'diamondkeratomestraight', 'xmin': 304, 'xmax': 630, 'ymin': 996, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 166, 'xmax': 570, 'ymin': 516, 'ymax': 659}, {'class': 'iris', 'xmin': 739, 'xmax': 1439, 'ymin': 393, 'ymax': 1078}, {'class': 'forceps', 'xmin': 1413, 'xmax': 1917, 'ymin': 353, 'ymax': 706}, {'class': 'skinholder', 'xmin': 1501, 'xmax': 1891, 'ymin': 438, 'ymax': 601}]",Nothing
271,191S3__00271.jpg,9.31,[],Nothing
272,191S3__00272.jpg,9.34,[],Nothing
273,191S3__00273.jpg,9.38,[],Nothing
274,191S3__00274.jpg,9.41,[],Nothing
275,191S3__00275.jpg,9.45,[],Nothing
276,191S3__00276.jpg,9.48,[],Nothing
277,191S3__00277.jpg,9.52,[],Nothing
278,191S3__00278.jpg,9.55,[],Nothing
279,191S3__00279.jpg,9.58,[],Nothing
280,191S3__00280.jpg,9.62,"[{'class': 'forceps', 'xmin': 1363, 'xmax': 1918, 'ymin': 262, 'ymax': 674}, {'class': 'skinholder', 'xmin': 1471, 'xmax': 1861, 'ymin': 407, 'ymax': 569}, {'class': 'iris', 'xmin': 703, 'xmax': 1403, 'ymin': 367, 'ymax': 1078}, {'class': 'diamondkeratomestraight', 'xmin': 287, 'xmax': 645, 'ymin': 996, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 170, 'xmax': 574, 'ymin': 492, 'ymax': 635}]",Nothing
281,191S3__00281.jpg,9.65,[],Nothing
282,191S3__00282.jpg,9.69,[],Nothing
283,191S3__00283.jpg,9.72,[],Nothing
284,191S3__00284.jpg,9.76,[],Nothing
285,191S3__00285.jpg,9.79,[],Nothing
286,191S3__00286.jpg,9.82,[],Nothing
287,191S3__00287.jpg,9.86,[],Nothing
288,191S3__00288.jpg,9.89,[],Nothing
289,191S3__00289.jpg,9.93,[],Nothing
290,191S3__00290.jpg,9.96,"[{'class': 'skinholder', 'xmin': 1471, 'xmax': 1861, 'ymin': 407, 'ymax': 569}, {'class': 'diamondkeratomestraight', 'xmin': 268, 'xmax': 663, 'ymin': 894, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 161, 'xmax': 566, 'ymin': 465, 'ymax': 608}, {'class': 'forceps', 'xmin': 1382, 'xmax': 1918, 'ymin': 262, 'ymax': 621}, {'class': 'iris', 'xmin': 728, 'xmax': 1400, 'ymin': 344, 'ymax': 1060}]",Nothing
291,191S3__00291.jpg,9.99,[],Nothing
292,191S3__00292.jpg,10.03,[],Nothing
293,191S3__00293.jpg,10.06,[],Nothing
294,191S3__00294.jpg,10.1,[],Nothing
295,191S3__00295.jpg,10.13,[],Nothing
296,191S3__00296.jpg,10.17,[],Nothing
297,191S3__00297.jpg,10.2,[],Nothing
298,191S3__00298.jpg,10.23,[],Nothing
299,191S3__00299.jpg,10.27,[],Nothing
300,191S3__00300.jpg,10.3,"[{'class': 'skinholder', 'xmin': 1464, 'xmax': 1854, 'ymin': 353, 'ymax': 516}, {'class': 'forceps', 'xmin': 1383, 'xmax': 1917, 'ymin': 214, 'ymax': 599}, {'class': 'iris', 'xmin': 730, 'xmax': 1402, 'ymin': 334, 'ymax': 1050}, {'class': 'diamondkeratomestraight', 'xmin': 338, 'xmax': 733, 'ymin': 827, 'ymax': 991}, {'class': 'skinholder', 'xmin': 165, 'xmax': 569, 'ymin': 454, 'ymax': 597}]",Nothing
301,191S3__00301.jpg,10.34,[],Nothing
302,191S3__00302.jpg,10.37,[],Nothing
303,191S3__00303.jpg,10.4,[],Nothing
304,191S3__00304.jpg,10.44,[],Nothing
305,191S3__00305.jpg,10.47,[],Nothing
306,191S3__00306.jpg,10.51,[],Nothing
307,191S3__00307.jpg,10.54,[],Nothing
308,191S3__00308.jpg,10.58,[],Nothing
309,191S3__00309.jpg,10.61,[],Nothing
310,191S3__00310.jpg,10.65,"[{'class': 'skinholder', 'xmin': 1464, 'xmax': 1854, 'ymin': 353, 'ymax': 516}, {'class': 'diamondkeratomestraight', 'xmin': 286, 'xmax': 697, 'ymin': 781, 'ymax': 941}, {'class': 'skinholder', 'xmin': 147, 'xmax': 551, 'ymin': 440, 'ymax': 583}, {'class': 'iris', 'xmin': 706, 'xmax': 1378, 'ymin': 313, 'ymax': 1029}, {'class': 'forceps', 'xmin': 1370, 'xmax': 1917, 'ymin': 214, 'ymax': 574}]",Nothing
311,191S3__00311.jpg,10.68,[],Nothing
312,191S3__00312.jpg,10.71,[],Nothing
313,191S3__00313.jpg,10.75,[],Nothing
314,191S3__00314.jpg,10.78,[],Nothing
315,191S3__00315.jpg,10.82,[],Nothing
316,191S3__00316.jpg,10.85,[],Nothing
317,191S3__00317.jpg,10.89,[],Nothing
318,191S3__00318.jpg,10.92,[],Nothing
319,191S3__00319.jpg,10.95,[],Nothing
320,191S3__00320.jpg,10.99,"[{'class': 'iris', 'xmin': 701, 'xmax': 1373, 'ymin': 356, 'ymax': 1072}, {'class': 'diamondkeratomestraight', 'xmin': 279, 'xmax': 691, 'ymin': 804, 'ymax': 974}, {'class': 'skinholder', 'xmin': 128, 'xmax': 532, 'ymin': 484, 'ymax': 627}, {'class': 'forceps', 'xmin': 1370, 'xmax': 1918, 'ymin': 195, 'ymax': 593}, {'class': 'skinholder', 'xmin': 1448, 'xmax': 1838, 'ymin': 378, 'ymax': 541}]",Nothing
321,191S3__00321.jpg,11.02,[],Nothing
322,191S3__00322.jpg,11.06,[],Nothing
323,191S3__00323.jpg,11.09,[],Nothing
324,191S3__00324.jpg,11.12,[],Nothing
325,191S3__00325.jpg,11.16,[],Nothing
326,191S3__00326.jpg,11.19,[],Nothing
327,191S3__00327.jpg,11.23,[],Nothing
328,191S3__00328.jpg,11.26,[],Nothing
329,191S3__00329.jpg,11.3,[],Nothing
330,191S3__00330.jpg,11.33,"[{'class': 'iris', 'xmin': 701, 'xmax': 1373, 'ymin': 356, 'ymax': 1072}, {'class': 'diamondkeratomestraight', 'xmin': 279, 'xmax': 713, 'ymin': 827, 'ymax': 980}, {'class': 'skinholder', 'xmin': 141, 'xmax': 545, 'ymin': 497, 'ymax': 640}, {'class': 'skinholder', 'xmin': 1448, 'xmax': 1838, 'ymin': 389, 'ymax': 551}, {'class': 'forceps', 'xmin': 1370, 'xmax': 1918, 'ymin': 183, 'ymax': 597}]",Nothing
331,191S3__00331.jpg,11.36,[],Nothing
332,191S3__00332.jpg,11.4,[],Nothing
333,191S3__00333.jpg,11.43,[],Nothing
334,191S3__00334.jpg,11.47,[],Nothing
335,191S3__00335.jpg,11.5,[],Nothing
336,191S3__00336.jpg,11.53,[],Nothing
337,191S3__00337.jpg,11.57,[],Nothing
338,191S3__00338.jpg,11.6,[],Nothing
