,FileName,Time Recorded,Tool bounding box,Phase
26,191R3__00026.jpg,0.92,[],Nothing
27,191R3__00027.jpg,0.96,[],Nothing
28,191R3__00028.jpg,0.99,[],Nothing
29,191R3__00029.jpg,1.03,[],Nothing
30,191R3__00030.jpg,1.06,"[{'class': 'skinholder', 'xmin': 1645, 'xmax': 1918, 'ymin': 355, 'ymax': 484}, {'class': 'iris', 'xmin': 848, 'xmax': 1527, 'ymin': 292, 'ymax': 999}, {'class': 'skinholder', 'xmin': 183, 'xmax': 549, 'ymin': 339, 'ymax': 565}]",Nothing
31,191R3__00031.jpg,1.1,[],Nothing
32,191R3__00032.jpg,1.13,[],Nothing
33,191R3__00033.jpg,1.16,[],Nothing
34,191R3__00034.jpg,1.2,[],Nothing
35,191R3__00035.jpg,1.23,[],Nothing
36,191R3__00036.jpg,1.27,[],Nothing
37,191R3__00037.jpg,1.3,[],Nothing
38,191R3__00038.jpg,1.34,[],Nothing
39,191R3__00039.jpg,1.37,[],Nothing
40,191R3__00040.jpg,1.4,"[{'class': 'skinholder', 'xmin': 1645, 'xmax': 1918, 'ymin': 355, 'ymax': 484}, {'class': 'skinholder', 'xmin': 183, 'xmax': 549, 'ymin': 339, 'ymax': 565}, {'class': 'iris', 'xmin': 834, 'xmax': 1514, 'ymin': 292, 'ymax': 999}]",Nothing
41,191R3__00041.jpg,1.44,[],Nothing
42,191R3__00042.jpg,1.47,[],Nothing
43,191R3__00043.jpg,1.51,[],Nothing
44,191R3__00044.jpg,1.54,[],Nothing
45,191R3__00045.jpg,1.58,[],Nothing
46,191R3__00046.jpg,1.61,[],Nothing
47,191R3__00047.jpg,1.64,[],Nothing
48,191R3__00048.jpg,1.68,[],Nothing
49,191R3__00049.jpg,1.71,[],Nothing
50,191R3__00050.jpg,1.75,"[{'class': 'skinholder', 'xmin': 1635, 'xmax': 1918, 'ymin': 295, 'ymax': 425}, {'class': 'iris', 'xmin': 832, 'xmax': 1511, 'ymin': 225, 'ymax': 932}, {'class': 'skinholder', 'xmin': 179, 'xmax': 545, 'ymin': 282, 'ymax': 507}]",Nothing
51,191R3__00051.jpg,1.78,[],Nothing
52,191R3__00052.jpg,1.81,[],Nothing
53,191R3__00053.jpg,1.85,[],Nothing
54,191R3__00054.jpg,1.88,[],Nothing
55,191R3__00055.jpg,1.92,[],Nothing
56,191R3__00056.jpg,1.95,[],Nothing
57,191R3__00057.jpg,1.99,[],Nothing
58,191R3__00058.jpg,2.02,[],Nothing
59,191R3__00059.jpg,2.05,[],Nothing
60,191R3__00060.jpg,2.09,"[{'class': 'iris', 'xmin': 820, 'xmax': 1499, 'ymin': 184, 'ymax': 892}, {'class': 'skinholder', 'xmin': 168, 'xmax': 534, 'ymin': 235, 'ymax': 460}, {'class': 'skinholder', 'xmin': 1635, 'xmax': 1918, 'ymin': 265, 'ymax': 395}]",Nothing
61,191R3__00061.jpg,2.12,[],Nothing
62,191R3__00062.jpg,2.16,[],Nothing
63,191R3__00063.jpg,2.19,[],Nothing
64,191R3__00064.jpg,2.22,[],Nothing
65,191R3__00065.jpg,2.26,[],Nothing
66,191R3__00066.jpg,2.29,[],Nothing
67,191R3__00067.jpg,2.33,[],Nothing
68,191R3__00068.jpg,2.36,[],Nothing
69,191R3__00069.jpg,2.4,[],Nothing
70,191R3__00070.jpg,2.43,"[{'class': 'skinholder', 'xmin': 1635, 'xmax': 1918, 'ymin': 323, 'ymax': 452}, {'class': 'iris', 'xmin': 832, 'xmax': 1511, 'ymin': 241, 'ymax': 949}, {'class': 'skinholder', 'xmin': 178, 'xmax': 544, 'ymin': 301, 'ymax': 526}]",Nothing
71,191R3__00071.jpg,2.46,[],Nothing
72,191R3__00072.jpg,2.5,[],Nothing
73,191R3__00073.jpg,2.53,[],Nothing
74,191R3__00074.jpg,2.57,[],Nothing
75,191R3__00075.jpg,2.6,[],Nothing
76,191R3__00076.jpg,2.64,[],Nothing
77,191R3__00077.jpg,2.67,[],Nothing
78,191R3__00078.jpg,2.7,[],Nothing
79,191R3__00079.jpg,2.74,[],Nothing
80,191R3__00080.jpg,2.77,"[{'class': 'skinholder', 'xmin': 164, 'xmax': 530, 'ymin': 301, 'ymax': 526}, {'class': 'iris', 'xmin': 821, 'xmax': 1500, 'ymin': 243, 'ymax': 950}, {'class': 'skinholder', 'xmin': 1629, 'xmax': 1918, 'ymin': 318, 'ymax': 456}]",Nothing
81,191R3__00081.jpg,2.81,[],Nothing
82,191R3__00082.jpg,2.84,[],Nothing
83,191R3__00083.jpg,2.88,[],Nothing
84,191R3__00084.jpg,2.91,[],Nothing
85,191R3__00085.jpg,2.94,[],Nothing
86,191R3__00086.jpg,2.98,[],Nothing
87,191R3__00087.jpg,3.01,[],Nothing
88,191R3__00088.jpg,3.05,[],Nothing
89,191R3__00089.jpg,3.08,[],Nothing
90,191R3__00090.jpg,3.12,"[{'class': 'skinholder', 'xmin': 1629, 'xmax': 1918, 'ymin': 332, 'ymax': 470}, {'class': 'iris', 'xmin': 834, 'xmax': 1514, 'ymin': 271, 'ymax': 979}, {'class': 'skinholder', 'xmin': 164, 'xmax': 530, 'ymin': 306, 'ymax': 531}]",Nothing
91,191R3__00091.jpg,3.15,[],Nothing
92,191R3__00092.jpg,3.18,[],Nothing
93,191R3__00093.jpg,3.22,[],Nothing
94,191R3__00094.jpg,3.25,[],Nothing
95,191R3__00095.jpg,3.29,[],Nothing
96,191R3__00096.jpg,3.32,[],Nothing
97,191R3__00097.jpg,3.36,[],Nothing
98,191R3__00098.jpg,3.39,[],Nothing
99,191R3__00099.jpg,3.42,[],Nothing
100,191R3__00100.jpg,3.46,"[{'class': 'skinholder', 'xmin': 174, 'xmax': 540, 'ymin': 303, 'ymax': 529}, {'class': 'iris', 'xmin': 848, 'xmax': 1527, 'ymin': 296, 'ymax': 1004}, {'class': 'skinholder', 'xmin': 1629, 'xmax': 1918, 'ymin': 314, 'ymax': 452}]",Nothing
101,191R3__00101.jpg,3.49,[],Nothing
102,191R3__00102.jpg,3.53,[],Nothing
103,191R3__00103.jpg,3.56,[],Nothing
104,191R3__00104.jpg,3.6,[],Nothing
105,191R3__00105.jpg,3.63,[],Nothing
106,191R3__00106.jpg,3.66,[],Nothing
107,191R3__00107.jpg,3.7,[],Nothing
108,191R3__00108.jpg,3.73,[],Nothing
109,191R3__00109.jpg,3.77,[],Nothing
110,191R3__00110.jpg,3.8,"[{'class': 'skinholder', 'xmin': 1629, 'xmax': 1918, 'ymin': 336, 'ymax': 474}, {'class': 'iris', 'xmin': 828, 'xmax': 1508, 'ymin': 338, 'ymax': 1046}, {'class': 'skinholder', 'xmin': 179, 'xmax': 545, 'ymin': 326, 'ymax': 551}]",Nothing
111,191R3__00111.jpg,3.83,[],Nothing
112,191R3__00112.jpg,3.87,[],Nothing
113,191R3__00113.jpg,3.9,[],Nothing
114,191R3__00114.jpg,3.94,[],Nothing
115,191R3__00115.jpg,3.97,[],Nothing
116,191R3__00116.jpg,4.01,[],Nothing
117,191R3__00117.jpg,4.04,[],Nothing
118,191R3__00118.jpg,4.07,[],Nothing
119,191R3__00119.jpg,4.11,[],Nothing
120,191R3__00120.jpg,4.14,"[{'class': 'skinholder', 'xmin': 198, 'xmax': 564, 'ymin': 282, 'ymax': 507}, {'class': 'iris', 'xmin': 815, 'xmax': 1494, 'ymin': 308, 'ymax': 1016}, {'class': 'skinholder', 'xmin': 1629, 'xmax': 1918, 'ymin': 292, 'ymax': 429}]",Nothing
121,191R3__00121.jpg,4.18,[],Nothing
122,191R3__00122.jpg,4.21,[],Nothing
123,191R3__00123.jpg,4.24,[],Nothing
124,191R3__00124.jpg,4.28,[],Nothing
125,191R3__00125.jpg,4.31,[],Nothing
126,191R3__00126.jpg,4.35,[],Nothing
127,191R3__00127.jpg,4.38,[],Nothing
128,191R3__00128.jpg,4.42,[],Nothing
129,191R3__00129.jpg,4.45,[],Nothing
130,191R3__00130.jpg,4.49,"[{'class': 'iris', 'xmin': 815, 'xmax': 1494, 'ymin': 308, 'ymax': 1016}, {'class': 'skinholder', 'xmin': 1629, 'xmax': 1918, 'ymin': 292, 'ymax': 429}, {'class': 'skinholder', 'xmin': 219, 'xmax': 585, 'ymin': 290, 'ymax': 516}, {'class': 'forceps', 'xmin': 1323, 'xmax': 1917, 'ymin': 0, 'ymax': 469}]",Nothing
131,191R3__00131.jpg,4.52,[],Nothing
132,191R3__00132.jpg,4.55,[],Nothing
133,191R3__00133.jpg,4.59,[],Nothing
134,191R3__00134.jpg,4.62,[],Nothing
135,191R3__00135.jpg,4.66,[],Nothing
136,191R3__00136.jpg,4.69,[],Nothing
137,191R3__00137.jpg,4.72,[],Nothing
138,191R3__00138.jpg,4.76,[],Nothing
139,191R3__00139.jpg,4.79,[],Nothing
140,191R3__00140.jpg,4.83,"[{'class': 'forceps', 'xmin': 1470, 'xmax': 1917, 'ymin': 0, 'ymax': 589}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 319, 'ymax': 450}, {'class': 'iris', 'xmin': 777, 'xmax': 1456, 'ymin': 346, 'ymax': 1053}, {'class': 'skinholder', 'xmin': 232, 'xmax': 598, 'ymin': 312, 'ymax': 537}]",Nothing
141,191R3__00141.jpg,4.86,[],Nothing
142,191R3__00142.jpg,4.89,[],Nothing
143,191R3__00143.jpg,4.93,[],Nothing
144,191R3__00144.jpg,4.96,[],Nothing
145,191R3__00145.jpg,5,[],Nothing
146,191R3__00146.jpg,5.03,[],Nothing
147,191R3__00147.jpg,5.07,[],Nothing
148,191R3__00148.jpg,5.1,[],Nothing
149,191R3__00149.jpg,5.14,[],Nothing
150,191R3__00150.jpg,5.17,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 319, 'ymax': 450}, {'class': 'iris', 'xmin': 751, 'xmax': 1430, 'ymin': 331, 'ymax': 1039}, {'class': 'skinholder', 'xmin': 215, 'xmax': 581, 'ymin': 302, 'ymax': 528}, {'class': 'forceps', 'xmin': 1377, 'xmax': 1917, 'ymin': 0, 'ymax': 589}]",Nothing
151,191R3__00151.jpg,5.2,[],Nothing
152,191R3__00152.jpg,5.24,[],Nothing
153,191R3__00153.jpg,5.27,[],Nothing
154,191R3__00154.jpg,5.31,[],Nothing
155,191R3__00155.jpg,5.34,[],Nothing
156,191R3__00156.jpg,5.38,[],Nothing
157,191R3__00157.jpg,5.41,[],Nothing
158,191R3__00158.jpg,5.44,[],Nothing
159,191R3__00159.jpg,5.48,[],Nothing
160,191R3__00160.jpg,5.51,"[{'class': 'forceps', 'xmin': 1379, 'xmax': 1917, 'ymin': 0, 'ymax': 548}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 302, 'ymax': 433}, {'class': 'iris', 'xmin': 783, 'xmax': 1462, 'ymin': 323, 'ymax': 1030}, {'class': 'skinholder', 'xmin': 223, 'xmax': 590, 'ymin': 293, 'ymax': 518}]",Nothing
161,191R3__00161.jpg,5.55,[],Nothing
162,191R3__00162.jpg,5.58,[],Nothing
163,191R3__00163.jpg,5.61,[],Nothing
164,191R3__00164.jpg,5.65,[],Nothing
165,191R3__00165.jpg,5.68,[],Nothing
166,191R3__00166.jpg,5.72,[],Nothing
167,191R3__00167.jpg,5.75,[],Nothing
168,191R3__00168.jpg,5.79,[],Nothing
169,191R3__00169.jpg,5.82,[],Nothing
170,191R3__00170.jpg,5.85,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 302, 'ymax': 433}, {'class': 'skinholder', 'xmin': 223, 'xmax': 590, 'ymin': 293, 'ymax': 518}, {'class': 'iris', 'xmin': 779, 'xmax': 1458, 'ymin': 318, 'ymax': 1026}, {'class': 'forceps', 'xmin': 1389, 'xmax': 1917, 'ymin': 0, 'ymax': 512}]",Nothing
171,191R3__00171.jpg,5.89,[],Nothing
172,191R3__00172.jpg,5.92,[],Nothing
173,191R3__00173.jpg,5.96,[],Nothing
174,191R3__00174.jpg,5.99,[],Nothing
175,191R3__00175.jpg,6.03,[],Nothing
176,191R3__00176.jpg,6.06,[],Nothing
177,191R3__00177.jpg,6.09,[],Nothing
178,191R3__00178.jpg,6.13,[],Nothing
179,191R3__00179.jpg,6.16,[],Nothing
180,191R3__00180.jpg,6.2,"[{'class': 'iris', 'xmin': 769, 'xmax': 1448, 'ymin': 322, 'ymax': 1029}, {'class': 'forceps', 'xmin': 1378, 'xmax': 1918, 'ymin': 0, 'ymax': 517}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 310, 'ymax': 440}, {'class': 'skinholder', 'xmin': 214, 'xmax': 580, 'ymin': 297, 'ymax': 523}, {'class': 'diamondkeratomestraight', 'xmin': 83, 'xmax': 437, 'ymin': 906, 'ymax': 1077}]",Nothing
181,191R3__00181.jpg,6.23,[],Nothing
182,191R3__00182.jpg,6.26,[],Nothing
183,191R3__00183.jpg,6.3,[],Nothing
184,191R3__00184.jpg,6.33,[],Nothing
185,191R3__00185.jpg,6.37,[],Nothing
186,191R3__00186.jpg,6.4,[],Nothing
187,191R3__00187.jpg,6.44,[],Nothing
188,191R3__00188.jpg,6.47,[],Nothing
189,191R3__00189.jpg,6.5,[],Nothing
190,191R3__00190.jpg,6.54,"[{'class': 'iris', 'xmin': 769, 'xmax': 1448, 'ymin': 322, 'ymax': 1029}, {'class': 'forceps', 'xmin': 1378, 'xmax': 1918, 'ymin': 0, 'ymax': 517}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 310, 'ymax': 440}, {'class': 'skinholder', 'xmin': 214, 'xmax': 580, 'ymin': 297, 'ymax': 523}, {'class': 'diamondkeratomestraight', 'xmin': 457, 'xmax': 751, 'ymin': 930, 'ymax': 1078}]",Nothing
191,191R3__00191.jpg,6.57,[],Nothing
192,191R3__00192.jpg,6.61,[],Nothing
193,191R3__00193.jpg,6.64,[],Nothing
194,191R3__00194.jpg,6.68,[],Nothing
195,191R3__00195.jpg,6.71,[],Nothing
196,191R3__00196.jpg,6.74,[],Nothing
197,191R3__00197.jpg,6.78,[],Nothing
198,191R3__00198.jpg,6.81,[],Nothing
199,191R3__00199.jpg,6.85,[],Nothing
200,191R3__00200.jpg,6.88,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 310, 'ymax': 440}, {'class': 'forceps', 'xmin': 1367, 'xmax': 1918, 'ymin': 0, 'ymax': 508}, {'class': 'diamondkeratomestraight', 'xmin': 352, 'xmax': 746, 'ymin': 829, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 191, 'xmax': 557, 'ymin': 285, 'ymax': 511}, {'class': 'iris', 'xmin': 765, 'xmax': 1444, 'ymin': 320, 'ymax': 1028}]",Nothing
201,191R3__00201.jpg,6.91,[],Nothing
202,191R3__00202.jpg,6.95,[],Nothing
203,191R3__00203.jpg,6.98,[],Nothing
204,191R3__00204.jpg,7.02,[],Nothing
205,191R3__00205.jpg,7.05,[],Nothing
206,191R3__00206.jpg,7.09,[],Nothing
207,191R3__00207.jpg,7.12,[],Nothing
208,191R3__00208.jpg,7.16,[],Nothing
209,191R3__00209.jpg,7.19,[],Nothing
210,191R3__00210.jpg,7.22,"[{'class': 'forceps', 'xmin': 1367, 'xmax': 1918, 'ymin': 0, 'ymax': 508}, {'class': 'skinholder', 'xmin': 191, 'xmax': 557, 'ymin': 285, 'ymax': 511}, {'class': 'diamondkeratomestraight', 'xmin': 535, 'xmax': 854, 'ymin': 902, 'ymax': 1078}, {'class': 'iris', 'xmin': 772, 'xmax': 1451, 'ymin': 320, 'ymax': 1028}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 301, 'ymax': 432}]",Nothing
211,191R3__00211.jpg,7.26,[],Nothing
212,191R3__00212.jpg,7.29,[],Nothing
213,191R3__00213.jpg,7.33,[],Nothing
214,191R3__00214.jpg,7.36,[],Nothing
215,191R3__00215.jpg,7.39,[],Nothing
216,191R3__00216.jpg,7.43,[],Nothing
217,191R3__00217.jpg,7.46,[],Nothing
218,191R3__00218.jpg,7.5,[],Nothing
219,191R3__00219.jpg,7.53,[],Nothing
220,191R3__00220.jpg,7.57,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 301, 'ymax': 432}, {'class': 'diamondkeratomestraight', 'xmin': 467, 'xmax': 879, 'ymin': 839, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 194, 'xmax': 560, 'ymin': 276, 'ymax': 501}, {'class': 'iris', 'xmin': 763, 'xmax': 1442, 'ymin': 302, 'ymax': 1010}, {'class': 'forceps', 'xmin': 1369, 'xmax': 1918, 'ymin': 0, 'ymax': 499}]",Nothing
221,191R3__00221.jpg,7.6,[],Nothing
222,191R3__00222.jpg,7.63,[],Nothing
223,191R3__00223.jpg,7.67,[],Nothing
224,191R3__00224.jpg,7.7,[],Nothing
225,191R3__00225.jpg,7.74,[],Nothing
226,191R3__00226.jpg,7.77,[],Nothing
227,191R3__00227.jpg,7.8,[],Nothing
228,191R3__00228.jpg,7.84,[],Nothing
229,191R3__00229.jpg,7.87,[],Nothing
230,191R3__00230.jpg,7.91,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 301, 'ymax': 432}, {'class': 'forceps', 'xmin': 1378, 'xmax': 1918, 'ymin': 0, 'ymax': 480}, {'class': 'iris', 'xmin': 773, 'xmax': 1452, 'ymin': 294, 'ymax': 1002}, {'class': 'diamondkeratomestraight', 'xmin': 390, 'xmax': 872, 'ymin': 805, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 207, 'xmax': 573, 'ymin': 266, 'ymax': 492}]",Nothing
231,191R3__00231.jpg,7.94,[],Nothing
232,191R3__00232.jpg,7.98,[],Nothing
233,191R3__00233.jpg,8.01,[],Nothing
234,191R3__00234.jpg,8.05,[],Nothing
235,191R3__00235.jpg,8.08,[],Nothing
236,191R3__00236.jpg,8.11,[],Nothing
237,191R3__00237.jpg,8.15,[],Nothing
238,191R3__00238.jpg,8.18,[],Nothing
239,191R3__00239.jpg,8.22,[],Nothing
240,191R3__00240.jpg,8.25,"[{'class': 'forceps', 'xmin': 1378, 'xmax': 1918, 'ymin': 0, 'ymax': 480}, {'class': 'iris', 'xmin': 773, 'xmax': 1452, 'ymin': 294, 'ymax': 1002}, {'class': 'diamondkeratomestraight', 'xmin': 359, 'xmax': 875, 'ymin': 805, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 215, 'xmax': 581, 'ymin': 260, 'ymax': 486}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1917, 'ymin': 290, 'ymax': 421}]",Nothing
241,191R3__00241.jpg,8.28,[],Nothing
242,191R3__00242.jpg,8.32,[],Nothing
243,191R3__00243.jpg,8.35,[],Nothing
244,191R3__00244.jpg,8.39,[],Nothing
245,191R3__00245.jpg,8.42,[],Nothing
246,191R3__00246.jpg,8.46,[],Nothing
247,191R3__00247.jpg,8.49,[],Nothing
248,191R3__00248.jpg,8.52,[],Nothing
249,191R3__00249.jpg,8.56,[],Nothing
250,191R3__00250.jpg,8.59,"[{'class': 'iris', 'xmin': 789, 'xmax': 1468, 'ymin': 278, 'ymax': 986}, {'class': 'skinholder', 'xmin': 220, 'xmax': 586, 'ymin': 239, 'ymax': 464}, {'class': 'forceps', 'xmin': 1378, 'xmax': 1918, 'ymin': 0, 'ymax': 480}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 259, 'ymax': 390}, {'class': 'diamondkeratomestraight', 'xmin': 355, 'xmax': 888, 'ymin': 783, 'ymax': 1078}]",Nothing
251,191R3__00251.jpg,8.63,[],Nothing
252,191R3__00252.jpg,8.66,[],Nothing
253,191R3__00253.jpg,8.69,[],Nothing
254,191R3__00254.jpg,8.73,[],Nothing
255,191R3__00255.jpg,8.76,[],Nothing
256,191R3__00256.jpg,8.8,[],Nothing
257,191R3__00257.jpg,8.83,[],Nothing
258,191R3__00258.jpg,8.87,[],Nothing
259,191R3__00259.jpg,8.9,[],Nothing
260,191R3__00260.jpg,8.94,"[{'class': 'iris', 'xmin': 789, 'xmax': 1468, 'ymin': 278, 'ymax': 986}, {'class': 'skinholder', 'xmin': 220, 'xmax': 586, 'ymin': 239, 'ymax': 464}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 259, 'ymax': 390}, {'class': 'forceps', 'xmin': 1384, 'xmax': 1918, 'ymin': 0, 'ymax': 472}, {'class': 'diamondkeratomestraight', 'xmin': 366, 'xmax': 894, 'ymin': 773, 'ymax': 1077}]",Nothing
261,191R3__00261.jpg,8.97,[],Nothing
262,191R3__00262.jpg,9,[],Nothing
263,191R3__00263.jpg,9.04,[],Nothing
264,191R3__00264.jpg,9.07,[],Nothing
265,191R3__00265.jpg,9.11,[],Nothing
266,191R3__00266.jpg,9.14,[],Nothing
267,191R3__00267.jpg,9.18,[],Paracentesis
268,191R3__00268.jpg,9.21,[],Paracentesis
269,191R3__00269.jpg,9.24,[],Paracentesis
270,191R3__00270.jpg,9.28,"[{'class': 'skinholder', 'xmin': 220, 'xmax': 586, 'ymin': 239, 'ymax': 464}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 259, 'ymax': 390}, {'class': 'iris', 'xmin': 785, 'xmax': 1464, 'ymin': 255, 'ymax': 962}, {'class': 'forceps', 'xmin': 1381, 'xmax': 1918, 'ymin': 0, 'ymax': 456}, {'class': 'diamondkeratomestraight', 'xmin': 376, 'xmax': 909, 'ymin': 736, 'ymax': 1077}]",Paracentesis
271,191R3__00271.jpg,9.31,[],Paracentesis
272,191R3__00272.jpg,9.35,[],Paracentesis
273,191R3__00273.jpg,9.38,[],Paracentesis
274,191R3__00274.jpg,9.41,[],Paracentesis
275,191R3__00275.jpg,9.45,[],Paracentesis
276,191R3__00276.jpg,9.48,[],Paracentesis
277,191R3__00277.jpg,9.52,[],Paracentesis
278,191R3__00278.jpg,9.55,[],Paracentesis
279,191R3__00279.jpg,9.59,[],Paracentesis
280,191R3__00280.jpg,9.62,"[{'class': 'diamondkeratomestraight', 'xmin': 377, 'xmax': 910, 'ymin': 714, 'ymax': 1056}, {'class': 'skinholder', 'xmin': 207, 'xmax': 573, 'ymin': 235, 'ymax': 460}, {'class': 'iris', 'xmin': 780, 'xmax': 1460, 'ymin': 239, 'ymax': 947}, {'class': 'forceps', 'xmin': 1365, 'xmax': 1918, 'ymin': 0, 'ymax': 446}, {'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 267, 'ymax': 397}]",Paracentesis
281,191R3__00281.jpg,9.65,[],Paracentesis
282,191R3__00282.jpg,9.69,[],Paracentesis
283,191R3__00283.jpg,9.72,[],Paracentesis
284,191R3__00284.jpg,9.76,[],Paracentesis
285,191R3__00285.jpg,9.79,[],Paracentesis
286,191R3__00286.jpg,9.82,[],Paracentesis
287,191R3__00287.jpg,9.86,[],Paracentesis
288,191R3__00288.jpg,9.89,[],Paracentesis
289,191R3__00289.jpg,9.93,[],Paracentesis
290,191R3__00290.jpg,9.96,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 267, 'ymax': 397}, {'class': 'forceps', 'xmin': 1353, 'xmax': 1918, 'ymin': 0, 'ymax': 440}, {'class': 'iris', 'xmin': 771, 'xmax': 1450, 'ymin': 221, 'ymax': 929}, {'class': 'diamondkeratomestraight', 'xmin': 377, 'xmax': 910, 'ymin': 699, 'ymax': 1040}, {'class': 'skinholder', 'xmin': 191, 'xmax': 557, 'ymin': 232, 'ymax': 457}]",Paracentesis
291,191R3__00291.jpg,10,[],Paracentesis
292,191R3__00292.jpg,10.03,[],Paracentesis
293,191R3__00293.jpg,10.06,[],Paracentesis
294,191R3__00294.jpg,10.1,[],Paracentesis
295,191R3__00295.jpg,10.13,[],Paracentesis
296,191R3__00296.jpg,10.17,[],Paracentesis
297,191R3__00297.jpg,10.2,[],Paracentesis
298,191R3__00298.jpg,10.24,[],Paracentesis
299,191R3__00299.jpg,10.27,[],Paracentesis
300,191R3__00300.jpg,10.3,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 267, 'ymax': 397}, {'class': 'forceps', 'xmin': 1353, 'xmax': 1918, 'ymin': 0, 'ymax': 440}, {'class': 'iris', 'xmin': 771, 'xmax': 1450, 'ymin': 221, 'ymax': 929}, {'class': 'skinholder', 'xmin': 200, 'xmax': 566, 'ymin': 235, 'ymax': 460}, {'class': 'diamondkeratomestraight', 'xmin': 410, 'xmax': 934, 'ymin': 669, 'ymax': 1010}]",Paracentesis
301,191R3__00301.jpg,10.34,[],Paracentesis
302,191R3__00302.jpg,10.37,[],Paracentesis
303,191R3__00303.jpg,10.41,[],Paracentesis
304,191R3__00304.jpg,10.44,[],Paracentesis
305,191R3__00305.jpg,10.48,[],Paracentesis
306,191R3__00306.jpg,10.51,[],Paracentesis
307,191R3__00307.jpg,10.54,[],Paracentesis
308,191R3__00308.jpg,10.58,[],Paracentesis
309,191R3__00309.jpg,10.61,[],Paracentesis
310,191R3__00310.jpg,10.65,"[{'class': 'skinholder', 'xmin': 1678, 'xmax': 1918, 'ymin': 267, 'ymax': 397}, {'class': 'skinholder', 'xmin': 200, 'xmax': 566, 'ymin': 235, 'ymax': 460}, {'class': 'iris', 'xmin': 757, 'xmax': 1436, 'ymin': 201, 'ymax': 908}, {'class': 'diamondkeratomestraight', 'xmin': 426, 'xmax': 947, 'ymin': 648, 'ymax': 990}, {'class': 'forceps', 'xmin': 1337, 'xmax': 1918, 'ymin': 0, 'ymax': 437}]",Paracentesis
